C:\MistrasGroup\AEwin for USB Version E5.30\EXP3003.DTA
MISTRAS-2001 (r) Location Version 
Version E5.30

Tue May 09 13:30:57 2023

 ID      PARA1  RISE  COUN  DURATION AMP PCNTS  ABS-ENERGY
  1  2694.7844     7     1         7  45     1   6.218E+00
  1  4159.6729     8    47       143  66     5   3.551E+03
  1  4297.0063     2    56       245  68     2   5.379E+03
  1  4599.1392     5     5        20  50     3  42.137E+00
  1  4690.6953    74    66       311  69    31  12.227E+03
  1  4690.6953     9    52       251  64     6   4.367E+03
  1  4980.6206     2     3        17  49     2  19.906E+00
  1  5127.1099     1     1         1  47     1   1.496E+00
  1  5444.5024     8    68       271  75     4  13.521E+03
  1  5526.9019    17    20        87  59     7 392.125E+00
  1  5566.5762     3    46       236  67     2   4.409E+03
  1  5566.5762     4    11        27  55     3 131.302E+00
  1  5615.4063    21    24        83  53     6 266.698E+00
  1  5642.8726     5    29        72  66     4   1.741E+03
  1  5835.1392    21    19        95  61     5 447.630E+00
  1  5859.5537     7    16        48  59     4 206.611E+00
  1  5908.3838     1     4        10  52     1  30.239E+00
  1  5908.3838     8     3        16  48     2  19.854E+00
  1  5917.5391    42    29       104  60    11 512.063E+00
  1  5917.5391    19    58       330  75     9  13.151E+03
  1  5984.6802    12    63       255  74     7  20.159E+03
  1  6030.4575     8   101       520  85     5 139.101E+03
  1  6030.4575    33    28       129  58     5 463.424E+00
  1  6054.8721     2    60       183  73     2   9.909E+03
  1  6054.8721     4     5        15  49     2  31.273E+00
  1  6054.8721     4    52       149  70     3   5.691E+03
  1  6128.1167    14   138      1492  94     8   2.289E+06
  1  6152.5317    10   102       684  82     6  79.656E+03
  1  6176.9463    23    34       115  62    13   1.271E+03
  1  6274.6055     9   123       884  80     5 147.553E+03
  1  6274.6055    13   150      2109 100     8  20.064E+06
  1  6274.6055     3     9        26  57     2 124.383E+00
  1  6323.4355     2    58       175  75     2  14.225E+03
  1  6396.6797    17     3        27  47     2  21.174E+00
  1  6445.5093     7   153      2552 100     3   7.173E+06
  1  6445.5093     1    29        97  65     1   1.768E+03
  1  6518.7539    21    19        77  55    10 247.790E+00
  1  6518.7539     9    72       363  71     7  22.671E+03
  1  6543.1685    29    92      1004  78    10  91.928E+03
  1  6543.1685     8    30       127  63     5   1.303E+03
  1  6543.1685    21    91       829  85     7 164.903E+03
  1  6543.1685     4   105       794  81     2 132.673E+03
  1  6595.0503    17    68       305  73    10  15.323E+03
  1  6595.0503     8    80       446  81     5  45.539E+03
  1  6595.0503    27    91       934  85    11 230.982E+03
  1  6595.0503    20    83       325  77     9  27.079E+03
  1  6649.9834     9    74       370  77     5  36.863E+03
  1  6649.9834     9   111       753  80     6  80.299E+03
  1  6649.9834     3    92       470  84     3  70.107E+03
  1  6649.9834     5    25       109  59     3 542.259E+00
  1  6762.9014    13   117       708  78     8  77.931E+03
  1  6762.9014   865   252      1807  87    85 420.549E+03
  1  6762.9014    28    72       353  75    16  30.605E+03
  1  6762.9014     6    34       133  67     4   2.747E+03
  1  6811.7314     7    87       730  77     2  33.119E+03
  1  6811.7314     5    61       232  78     4  30.288E+03
  1  6811.7314     3    56       280  87     2 215.757E+03
  1  6811.7314    14    74       478  76     7  37.225E+03
  1  6884.9761    24    89       568  83    10 212.287E+03
  1  6884.9761     1    17        58  52     1 150.893E+00
  1  6936.8569    11   127       934  91     4 890.277E+03
  1  6936.8569     1    41       146  76     1   9.678E+03
  1  6958.2202    10    89       654  84     6 159.535E+03
  1  6958.2202    14    29        97  61     7   1.021E+03
  1  7007.0498     2    48       176  68     2   3.676E+03
  1  7007.0498     5    52       230  66     4   3.542E+03
  1  7007.0498     3   150      1343  93     2   2.862E+06
  1  7058.9316     1   101       455  81     1 172.038E+03
  1  7058.9316     3    76       360  78     2  34.818E+03
  1  7058.9316     4    57       230  76     3  17.633E+03
  1  7058.9316    24    68       359  75    11  19.219E+03
  1  7129.1240    32    50       205  70    14  13.142E+03
  1  7129.1240     6   105      1209  87     4 233.826E+03
  1  7177.9536     8   117       547  85     5 112.706E+03
  1  7177.9536    12    87       438  75     5  21.710E+03
  1  7226.7832    20    56       246  74    11  25.985E+03
  1  7226.7832     6   158       908  91     3 910.210E+03
  1  7226.7832     8    79       381  75     4  15.356E+03
  1  7226.7832     9    50       151  69     5   5.283E+03
  1  7275.6128    15    42       178  64     8   1.765E+03
  1  7275.6128     3   101       515  78     3  80.085E+03
  1  7275.6128     1     7        32  57     2 114.441E+00
  1  7275.6128     9    49       157  67     6   4.608E+03
  1  7351.9092    24    98       562  82    10 134.686E+03
  1  7351.9092    25   199      1573  88    12 680.578E+03
  1  7351.9092    23    15        49  57     9 294.911E+00
  1  7351.9092    25    34       254  58     7   1.167E+03
  1  7397.6870     2    38       135  70     2   3.860E+03
  1  7397.6870    23    99       669  88     8 573.217E+03
  1  7397.6870    26   100      1101  89    10 768.146E+03
  1  7397.6870     4    13        59  61     3 362.259E+00
  1  7480.0869   116     4       154  49     3 193.428E+00
  1  7480.0869    20    24       117  56     7 430.142E+00
