Maximum Load;12,85;kN
Extension at Maximum Load;1,61;mm
Modulus (E-modulus);0,00;MPa
Modulus (Automatic Young's);12435,75;MPa
Tensile strain at Maximum Load;4,597;%
Tensile strain at Yield (Offset       0,2 %);0,02630;mm/mm
Tensile stress at Yield (Offset       0,2 %);302,88159;MPa
Tensile strain at Break (Standard);0,04597;mm/mm
Tensile stress at Break (Standard);500,01462;MPa

Time;Extension;Load;Strain 1;Tensile stress;Tensile strain
3,70000;0,12;1144,94;-0,00011;44,55;0,00352
3,80000;0,13;1186,84;-0,00007;46,18;0,00362
3,90000;0,13;1211,43;0,00001;47,13;0,00371
4,00000;0,13;1231,76;-0,00009;47,92;0,00380
4,10000;0,14;1269,18;0,00003;49,38;0,00391
4,20000;0,14;1307,85;0,00012;50,88;0,00400
4,30000;0,14;1332,45;0,00003;51,84;0,00409
4,40000;0,15;1367,48;-0,00010;53,20;0,00419
4,50000;0,15;1394,56;-0,00004;54,26;0,00428
4,60000;0,15;1412,35;-0,00016;54,95;0,00437
4,70000;0,16;1446,69;-0,00009;56,29;0,00448
4,80000;0,16;1489,44;-0,00001;57,95;0,00457
4,90000;0,16;1514,18;-0,00020;58,91;0,00466
5,00000;0,17;1539,45;-0,00010;59,89;0,00476
5,10000;0,17;1577,29;-0,00014;61,37;0,00486
5,20000;0,17;1611,67;-0,00019;62,70;0,00494
5,30000;0,18;1630,78;-0,00005;63,45;0,00504
5,40000;0,18;1662,55;0,00011;64,68;0,00514
5,50000;0,18;1696,61;0,00000;66,01;0,00523
5,60000;0,19;1718,82;0,00020;66,87;0,00533
5,70000;0,19;1756,30;-0,00007;68,33;0,00543
5,80000;0,19;1786,81;-0,00014;69,52;0,00552
5,90000;0,20;1816,36;-0,00005;70,67;0,00561
6,00000;0,20;1841,86;-0,00009;71,66;0,00571
6,10000;0,20;1874,93;-0,00009;72,95;0,00581
6,20000;0,21;1912,66;0,00023;74,42;0,00590
6,30000;0,21;1931,57;-0,00015;75,15;0,00600
6,40000;0,21;1967,97;0,00003;76,57;0,00609
6,50000;0,22;1999,89;-0,00009;77,81;0,00619
6,60000;0,22;2023,95;-0,00026;78,75;0,00628
6,70000;0,22;2050,99;0,00011;79,80;0,00638
6,80000;0,23;2078,79;0,00017;80,88;0,00647
6,90000;0,23;2122,76;-0,00015;82,59;0,00657
7,00000;0,23;2147,74;-0,00001;83,56;0,00666
7,10000;0,24;2176,03;0,00012;84,66;0,00676
7,20000;0,24;2209,66;-0,00023;85,97;0,00686
7,30000;0,24;2235,28;0,00012;86,97;0,00695
7,40000;0,25;2262,28;-0,00003;88,02;0,00704
7,50000;0,25;2299,85;-0,00002;89,48;0,00714
7,60000;0,25;2328,49;-0,00003;90,59;0,00724
7,70000;0,26;2347,40;0,00005;91,33;0,00733
7,80000;0,26;2384,85;-0,00004;92,79;0,00743
7,90000;0,26;2427,21;0,00005;94,43;0,00752
8,00000;0,27;2448,20;-0,00007;95,25;0,00761
8,10000;0,27;2467,03;-0,00001;95,98;0,00771
8,20000;0,27;2503,18;-0,00005;97,39;0,00781
8,30000;0,28;2537,15;0,00006;98,71;0,00790
8,40000;0,28;2562,50;0,00008;99,70;0,00800
8,50000;0,28;2597,69;-0,00014;101,07;0,00810
8,60000;0,29;2625,91;-0,00011;102,17;0,00819
8,70000;0,29;2646,44;-0,00020;102,96;0,00828
8,80000;0,29;2674,57;-0,00005;104,06;0,00838
8,90000;0,30;2714,79;0,00027;105,62;0,00847
9,00000;0,30;2746,56;-0,00019;106,86;0,00857
9,10000;0,30;2764,38;-0,00008;107,55;0,00867
9,20000;0,31;2796,92;-0,00021;108,82;0,00876
9,30000;0,31;2830,17;-0,00040;110,11;0,00885
9,40000;0,31;2861,29;0,00048;111,32;0,00895
9,50000;0,32;2884,74;-0,00014;112,24;0,00904
9,60000;0,32;2911,29;-0,00005;113,27;0,00913
9,70000;0,32;2944,28;-0,00005;114,55;0,00924
9,80000;0,33;2970,91;-0,00001;115,59;0,00933
9,90000;0,33;3004,42;-0,00014;116,89;0,00942
10,00000;0,33;3038,00;0,00025;118,20;0,00952
10,10000;0,34;3058,42;0,00012;118,99;0,00962
10,20000;0,34;3076,91;0,00003;119,71;0,00971
10,30000;0,34;3110,46;-0,00023;121,02;0,00980
10,40000;0,35;3153,44;-0,00026;122,69;0,00990
10,50000;0,35;3176,72;-0,00023;123,60;0,01000
10,60000;0,35;3202,24;0,00025;124,59;0,01009
10,70000;0,36;3234,97;0,00007;125,86;0,01019
10,80000;0,36;3262,53;-0,00012;126,93;0,01028
10,90000;0,36;3283,86;0,00021;127,76;0,01038
11,00000;0,37;3317,91;-0,00021;129,09;0,01048
11,10000;0,37;3348,78;-0,00019;130,29;0,01057
11,20000;0,37;3369,77;0,00003;131,11;0,01066
11,30000;0,38;3398,38;-0,00002;132,22;0,01076
11,40000;0,38;3433,69;-0,00012;133,59;0,01086
11,50000;0,38;3463,15;0,00004;134,74;0,01095
11,60000;0,39;3483,77;-0,00008;135,54;0,01105
11,70000;0,39;3509,01;-0,00006;136,52;0,01114
11,80000;0,39;3540,43;-0,00007;137,75;0,01123
11,90000;0,40;3569,67;-0,00005;138,88;0,01133
12,00000;0,40;3595,69;-0,00009;139,90;0,01143
12,10000;0,40;3625,70;-0,00016;141,06;0,01152
12,20000;0,41;3655,70;0,00002;142,23;0,01162
12,30000;0,41;3679,52;-0,00001;143,16;0,01171
12,40000;0,41;3704,34;-0,00002;144,12;0,01180
12,50000;0,42;3740,63;0,00034;145,54;0,01190
12,60000;0,42;3771,75;-0,00020;146,75;0,01200
12,70000;0,42;3794,10;0,00026;147,62;0,01209
12,80000;0,43;3822,31;-0,00018;148,71;0,01219
12,90000;0,43;3857,33;-0,00016;150,08;0,01229
13,00000;0,43;3876,21;0,00001;150,81;0,01238
13,10000;0,44;3898,56;0,00018;151,68;0,01247
13,20000;0,44;3927,50;-0,00023;152,81;0,01257
13,30000;0,44;3959,11;0,00025;154,04;0,01266
13,40000;0,45;3984,10;-0,00018;155,01;0,01276
13,50000;0,45;4008,56;-0,00008;155,96;0,01286
13,60000;0,45;4040,72;0,00017;157,21;0,01295
13,70000;0,46;4072,17;-0,00003;158,43;0,01304
13,80000;0,46;4098,36;0,00014;159,45;0,01314
13,90000;0,46;4121,28;-0,00008;160,35;0,01323
14,00000;0,47;4144,88;-0,00001;161,26;0,01333
14,10000;0,47;4176,11;-0,00001;162,48;0,01343
14,20000;0,47;4204,82;0,00004;163,60;0,01352
14,30000;0,48;4228,65;-0,00002;164,52;0,01361
14,40000;0,48;4264,44;0,00008;165,92;0,01371
14,50000;0,48;4288,34;-0,00026;166,85;0,01380
14,60000;0,49;4310,07;0,00005;167,69;0,01390
14,70000;0,49;4338,08;0,00014;168,78;0,01400
14,80000;0,49;4374,50;-0,00008;170,20;0,01409
14,90000;0,50;4402,43;-0,00002;171,28;0,01418
15,00000;0,50;4422,13;-0,00002;172,05;0,01428
15,10000;0,50;4452,49;-0,00008;173,23;0,01438
15,20000;0,51;4478,63;-0,00009;174,25;0,01447
15,30000;0,51;4506,49;0,00005;175,33;0,01456
15,40000;0,51;4535,74;-0,00011;176,47;0,01467
15,50000;0,52;4563,42;-0,00005;177,55;0,01476
15,60000;0,52;4589,49;0,00010;178,56;0,01485
15,70000;0,52;4616,08;-0,00011;179,60;0,01495
15,80000;0,53;4640,51;0,00014;180,55;0,01504
15,90000;0,53;4677,96;-0,00014;182,00;0,01514
16,00000;0,53;4705,02;-0,00003;183,06;0,01524
16,10000;0,54;4725,96;0,00000;183,87;0,01533
16,20000;0,54;4748,00;0,00005;184,73;0,01542
16,30000;0,54;4779,52;-0,00005;185,96;0,01552
16,40000;0,55;4809,76;0,00004;187,13;0,01562
16,50000;0,55;4836,46;-0,00014;188,17;0,01571
16,60000;0,55;4862,25;-0,00001;189,17;0,01581
16,70000;0,56;4893,35;0,00008;190,38;0,01590
16,80000;0,56;4915,21;-0,00003;191,23;0,01599
16,90000;0,56;4941,57;-0,00014;192,26;0,01609
17,00000;0,57;4977,54;-0,00025;193,66;0,01619
17,10000;0,57;4998,96;0,00010;194,49;0,01628
17,20000;0,57;5025,19;-0,00018;195,51;0,01638
17,30000;0,58;5049,19;0,00000;196,45;0,01648
17,40000;0,58;5073,86;0,00000;197,41;0,01657
17,50000;0,58;5105,01;-0,00026;198,62;0,01666
17,60000;0,59;5131,72;-0,00028;199,66;0,01676
17,70000;0,59;5152,90;-0,00002;200,48;0,01685
17,80000;0,59;5182,99;-0,00027;201,65;0,01695
17,90000;0,60;5209,65;0,00018;202,69;0,01705
18,00000;0,60;5238,62;0,00023;203,82;0,01714
18,10000;0,60;5265,14;-0,00006;204,85;0,01723
18,20000;0,61;5298,33;-0,00004;206,14;0,01733
18,30000;0,61;5319,24;-0,00015;206,95;0,01743
18,40000;0,61;5339,73;0,00008;207,75;0,01752
18,50000;0,62;5365,60;0,00031;208,76;0,01762
18,60000;0,62;5400,07;0,00012;210,10;0,01771
18,70000;0,62;5423,34;0,00008;211,00;0,01780
18,80000;0,63;5453,96;-0,00024;212,20;0,01790
18,90000;0,63;5478,65;-0,00028;213,16;0,01800
19,00000;0,63;5507,94;-0,00006;214,30;0,01809
19,10000;0,64;5535,62;0,00001;215,37;0,01819
19,20000;0,64;5562,31;-0,00010;216,41;0,01829
19,30000;0,64;5587,79;-0,00009;217,40;0,01838
19,40000;0,65;5612,86;0,00000;218,38;0,01847
19,50000;0,65;5637,66;-0,00014;219,34;0,01857
19,60000;0,65;5663,60;-0,00017;220,35;0,01866
19,70000;0,66;5687,25;0,00005;221,27;0,01876
19,80000;0,66;5723,52;0,00007;222,68;0,01886
19,90000;0,66;5747,50;-0,00007;223,62;0,01895
20,00000;0,67;5768,21;0,00000;224,42;0,01904
20,10000;0,67;5805,04;0,00006;225,86;0,01914
20,20000;0,67;5827,56;-0,00017;226,73;0,01923
20,30000;0,68;5850,92;0,00001;227,64;0,01933
20,40000;0,68;5882,48;0,00001;228,87;0,01943
20,50000;0,68;5909,09;0,00002;229,90;0,01952
20,60000;0,69;5932,00;0,00003;230,79;0,01961
20,70000;0,69;5959,53;-0,00003;231,87;0,01972
20,80000;0,69;5980,83;0,00000;232,69;0,01981
20,90000;0,70;6012,32;-0,00004;233,92;0,01990
21,00000;0,70;6038,45;0,00010;234,94;0,02000
21,10000;0,70;6067,12;-0,00010;236,05;0,02009
21,20000;0,71;6093,13;-0,00022;237,06;0,02018
21,30000;0,71;6124,34;0,00012;238,28;0,02028
21,40000;0,71;6145,07;-0,00031;239,08;0,02038
21,50000;0,72;6173,94;0,00007;240,21;0,02047
21,60000;0,72;6192,23;0,00000;240,92;0,02057
21,70000;0,72;6224,11;0,00002;242,16;0,02066
21,80000;0,73;6245,02;-0,00023;242,97;0,02075
21,90000;0,73;6275,01;-0,00016;244,14;0,02085
22,00000;0,73;6303,85;-0,00023;245,26;0,02095
22,10000;0,74;6333,52;-0,00004;246,42;0,02104
22,20000;0,74;6357,23;0,00027;247,34;0,02114
22,30000;0,74;6384,65;-0,00019;248,41;0,02124
22,40000;0,75;6404,06;-0,00001;249,16;0,02133
22,50000;0,75;6433,61;-0,00005;250,31;0,02142
22,60000;0,75;6461,92;-0,00016;251,41;0,02152
22,70000;0,76;6492,12;0,00006;252,59;0,02161
22,80000;0,76;6515,12;-0,00022;253,48;0,02171
22,90000;0,76;6544,33;-0,00019;254,62;0,02181
23,00000;0,77;6570,47;-0,00013;255,64;0,02190
23,10000;0,77;6593,60;-0,00017;256,54;0,02199
23,20000;0,77;6625,04;0,00004;257,76;0,02209
23,30000;0,78;6648,76;0,00010;258,68;0,02219
23,40000;0,78;6673,39;-0,00043;259,64;0,02228
23,50000;0,78;6703,43;0,00008;260,81;0,02238
23,60000;0,79;6732,63;-0,00028;261,94;0,02247
23,70000;0,79;6752,70;-0,00013;262,73;0,02257
23,80000;0,79;6784,66;-0,00001;263,97;0,02267
23,90000;0,80;6805,49;0,00007;264,78;0,02276
24,00000;0,80;6831,39;-0,00017;265,79;0,02285
24,10000;0,80;6858,29;0,00016;266,83;0,02295
24,20000;0,81;6886,18;0,00000;267,92;0,02305
24,30000;0,81;6907,89;-0,00013;268,76;0,02314
24,40000;0,81;6940,94;0,00020;270,05;0,02324
24,50000;0,82;6963,92;-0,00009;270,94;0,02333
24,60000;0,82;6991,24;0,00020;272,01;0,02342
24,70000;0,82;7017,59;-0,00005;273,03;0,02352
24,80000;0,83;7047,05;0,00014;274,18;0,02362
24,90000;0,83;7069,42;-0,00023;275,05;0,02371
25,00000;0,83;7100,58;-0,00001;276,26;0,02380
25,10000;0,84;7126,01;-0,00001;277,25;0,02391
25,20000;0,84;7156,98;-0,00001;278,45;0,02399
25,30000;0,84;7175,57;0,00001;279,18;0,02409
25,40000;0,85;7201,13;0,00002;280,17;0,02419
25,50000;0,85;7227,12;-0,00006;281,18;0,02428
25,60000;0,85;7253,41;-0,00001;282,21;0,02438
25,70000;0,86;7282,42;0,00010;283,34;0,02448
25,80000;0,86;7313,92;-0,00027;284,56;0,02457
25,90000;0,86;7334,13;-0,00001;285,35;0,02466
26,00000;0,87;7362,57;-0,00013;286,45;0,02476
26,10000;0,87;7387,15;-0,00019;287,41;0,02485
26,20000;0,87;7416,15;0,00011;288,54;0,02495
26,30000;0,88;7440,10;0,00004;289,47;0,02505
26,40000;0,88;7468,02;-0,00023;290,56;0,02514
26,50000;0,88;7491,17;0,00028;291,46;0,02523
26,60000;0,89;7522,18;-0,00021;292,66;0,02533
26,70000;0,89;7549,46;-0,00034;293,72;0,02543
26,80000;0,89;7572,48;-0,00010;294,62;0,02552
26,90000;0,90;7593,34;-0,00005;295,43;0,02561
27,00000;0,90;7627,44;-0,00018;296,76;0,02571
27,10000;0,90;7648,81;0,00023;297,59;0,02581
27,20000;0,91;7671,67;0,00008;298,48;0,02590
27,30000;0,91;7707,40;0,00000;299,87;0,02600
27,40000;0,91;7731,89;-0,00005;300,82;0,02609
27,50000;0,92;7753,60;-0,00004;301,67;0,02618
27,60000;0,92;7782,54;-0,00011;302,79;0,02629
27,70000;0,92;7802,69;0,00009;303,58;0,02638
27,80000;0,93;7830,30;-0,00008;304,65;0,02647
27,90000;0,93;7859,22;0,00015;305,78;0,02657
28,00000;0,93;7881,84;-0,00012;306,66;0,02666
28,10000;0,94;7906,77;-0,00002;307,63;0,02675
28,20000;0,94;7937,90;0,00032;308,84;0,02685
28,30000;0,94;7960,03;0,00019;309,70;0,02695
28,40000;0,95;7992,98;-0,00003;310,98;0,02704
28,50000;0,95;8016,26;0,00011;311,89;0,02714
28,60000;0,95;8037,77;-0,00017;312,72;0,02724
28,70000;0,96;8064,88;-0,00012;313,78;0,02733
28,80000;0,96;8087,29;-0,00001;314,65;0,02743
28,90000;0,96;8117,03;-0,00005;315,81;0,02752
29,00000;0,97;8145,09;-0,00005;316,90;0,02761
29,10000;0,97;8170,64;-0,00008;317,89;0,02771
29,20000;0,97;8197,96;0,00016;318,96;0,02781
29,30000;0,98;8221,65;0,00015;319,88;0,02790
29,40000;0,98;8245,41;-0,00016;320,80;0,02800
29,50000;0,98;8278,45;-0,00011;322,09;0,02809
29,60000;0,99;8299,37;-0,00011;322,90;0,02818
29,70000;0,99;8326,72;-0,00020;323,97;0,02828
29,80000;0,99;8355,77;0,00004;325,10;0,02838
29,90000;1,00;8376,21;-0,00003;325,89;0,02847
30,00000;1,00;8401,52;-0,00016;326,88;0,02857
30,10000;1,00;8430,28;-0,00003;327,99;0,02867
30,20000;1,01;8453,60;-0,00019;328,90;0,02876
30,30000;1,01;8474,88;0,00000;329,73;0,02885
30,40000;1,01;8500,19;0,00014;330,71;0,02895
30,50000;1,02;8536,20;-0,00003;332,12;0,02905
30,60000;1,02;8560,93;0,00009;333,08;0,02914
30,70000;1,02;8587,29;-0,00007;334,10;0,02924
30,80000;1,03;8613,56;-0,00015;335,13;0,02933
30,90000;1,03;8637,66;0,00012;336,06;0,02942
31,00000;1,03;8662,74;-0,00001;337,04;0,02952
31,10000;1,04;8693,07;-0,00010;338,22;0,02962
31,20000;1,04;8709,38;0,00017;338,85;0,02971
31,30000;1,04;8742,32;-0,00024;340,13;0,02981
31,40000;1,05;8768,18;-0,00004;341,14;0,02990
31,50000;1,05;8786,56;0,00014;341,86;0,02999
31,60000;1,05;8812,42;0,00007;342,86;0,03009
31,70000;1,06;8845,31;-0,00013;344,14;0,03019
31,80000;1,06;8866,33;0,00002;344,96;0,03028
31,90000;1,06;8888,52;-0,00011;345,82;0,03038
32,00000;1,07;8913,85;0,00000;346,81;0,03048
32,10000;1,07;8937,33;0,00002;347,72;0,03057
32,20000;1,07;8967,69;0,00002;348,90;0,03066
32,30000;1,08;8992,37;0,00014;349,86;0,03076
32,40000;1,08;9014,58;-0,00005;350,73;0,03085
32,50000;1,08;9033,45;0,00007;351,46;0,03095
32,60000;1,09;9062,46;-0,00003;352,59;0,03105
32,70000;1,09;9086,84;-0,00002;353,54;0,03114
32,80000;1,09;9115,65;-0,00016;354,66;0,03123
32,90000;1,10;9143,34;-0,00010;355,74;0,03133
33,00000;1,10;9172,18;-0,00011;356,86;0,03143
33,10000;1,10;9191,11;0,00024;357,60;0,03152
33,20000;1,11;9215,66;-0,00006;358,55;0,03161
33,30000;1,11;9242,81;0,00002;359,61;0,03171
33,40000;1,11;9271,52;-0,00015;360,72;0,03180
33,50000;1,12;9297,31;-0,00013;361,73;0,03190
33,60000;1,12;9317,97;0,00010;362,53;0,03200
33,70000;1,12;9342,11;-0,00006;363,47;0,03209
33,80000;1,13;9375,07;-0,00009;364,75;0,03219
33,90000;1,13;9399,56;-0,00009;365,71;0,03228
34,00000;1,13;9423,00;0,00001;366,62;0,03238
34,10000;1,14;9447,18;-0,00012;367,56;0,03247
34,20000;1,14;9474,47;-0,00002;368,62;0,03257
34,30000;1,14;9496,71;-0,00007;369,49;0,03266
34,40000;1,15;9522,27;0,00015;370,48;0,03276
34,50000;1,15;9544,71;-0,00009;371,35;0,03286
34,60000;1,15;9577,60;0,00016;372,63;0,03295
34,70000;1,16;9598,83;-0,00001;373,46;0,03304
34,80000;1,16;9620,17;-0,00014;374,29;0,03314
34,90000;1,16;9646,49;-0,00007;375,31;0,03323
35,00000;1,17;9676,93;-0,00002;376,50;0,03333
35,10000;1,17;9701,18;-0,00009;377,44;0,03343
35,20000;1,17;9724,41;0,00008;378,34;0,03352
35,30000;1,18;9745,75;0,00007;379,18;0,03361
35,40000;1,18;9772,90;0,00002;380,23;0,03371
35,50000;1,18;9801,70;0,00003;381,35;0,03381
35,60000;1,19;9824,37;-0,00017;382,23;0,03390
35,70000;1,19;9849,61;-0,00001;383,22;0,03400
35,80000;1,19;9878,24;-0,00012;384,33;0,03409
35,90000;1,20;9898,89;0,00005;385,13;0,03418
36,00000;1,20;9922,87;-0,00008;386,07;0,03428
36,10000;1,20;9951,27;-0,00003;387,17;0,03438
36,20000;1,21;9980,32;0,00005;388,30;0,03447
36,30000;1,21;10006,02;-0,00009;389,30;0,03457
36,40000;1,21;10027,77;0,00002;390,15;0,03467
36,50000;1,22;10051,33;-0,00012;391,06;0,03476
36,60000;1,22;10079,04;-0,00007;392,14;0,03485
36,70000;1,22;10106,14;0,00001;393,20;0,03495
36,80000;1,23;10128,52;0,00005;394,07;0,03504
36,90000;1,23;10145,34;0,00000;394,72;0,03514
37,00000;1,23;10171,30;-0,00013;395,73;0,03524
37,10000;1,24;10202,51;0,00001;396,95;0,03533
37,20000;1,24;10226,37;0,00005;397,87;0,03542
37,30000;1,24;10253,49;0,00013;398,93;0,03553
37,40000;1,25;10275,12;0,00002;399,77;0,03561
37,50000;1,25;10297,53;-0,00003;400,64;0,03571
37,60000;1,25;10325,55;-0,00020;401,73;0,03581
37,70000;1,26;10350,97;0,00005;402,72;0,03590
37,80000;1,26;10374,99;-0,00011;403,66;0,03599
37,90000;1,26;10409,67;-0,00001;405,01;0,03609
38,00000;1,27;10433,17;-0,00003;405,92;0,03619
38,10000;1,27;10445,71;-0,00001;406,41;0,03628
38,20000;1,27;10470,22;-0,00008;407,36;0,03638
38,30000;1,28;10504,95;0,00018;408,71;0,03647
38,40000;1,28;10528,99;0,00005;409,65;0,03656
38,50000;1,28;10550,21;-0,00005;410,47;0,03666
38,60000;1,29;10572,61;0,00005;411,35;0,03676
38,70000;1,29;10599,70;-0,00008;412,40;0,03685
38,80000;1,29;10626,03;-0,00019;413,42;0,03695
38,90000;1,30;10653,97;-0,00006;414,51;0,03705
39,00000;1,30;10677,93;0,00002;415,44;0,03714
39,10000;1,30;10703,59;-0,00010;416,44;0,03723
39,20000;1,31;10727,46;0,00003;417,37;0,03733
39,30000;1,31;10747,13;-0,00014;418,14;0,03742
39,40000;1,31;10770,34;-0,00006;419,04;0,03752
39,50000;1,32;10809,33;-0,00003;420,56;0,03762
39,60000;1,32;10836,36;0,00013;421,61;0,03771
39,70000;1,32;10852,64;0,00008;422,24;0,03780
39,80000;1,33;10871,48;-0,00016;422,97;0,03790
39,90000;1,33;10898,19;-0,00016;424,01;0,03800
40,00000;1,33;10925,88;-0,00012;425,09;0,03809
40,10000;1,34;10956,07;-0,00004;426,26;0,03819
40,20000;1,34;10975,12;0,00009;427,01;0,03828
40,30000;1,34;10996,32;0,00025;427,83;0,03837
40,40000;1,35;11023,69;-0,00004;428,90;0,03847
40,50000;1,35;11047,48;-0,00013;429,82;0,03857
40,60000;1,35;11069,70;-0,00009;430,69;0,03866
40,70000;1,36;11100,33;-0,00006;431,88;0,03876
40,80000;1,36;11129,17;-0,00001;433,00;0,03886
40,90000;1,36;11148,65;0,00005;433,76;0,03895
41,00000;1,37;11166,26;0,00008;434,44;0,03904
41,10000;1,37;11191,79;-0,00023;435,44;0,03914
41,20000;1,37;11223,58;-0,00001;436,67;0,03923
41,30000;1,38;11255,18;-0,00009;437,90;0,03933
41,40000;1,38;11274,67;-0,00020;438,66;0,03943
41,50000;1,38;11292,75;0,00007;439,36;0,03952
41,60000;1,39;11318,51;0,00011;440,37;0,03961
41,70000;1,39;11351,15;-0,00006;441,64;0,03971
41,80000;1,39;11371,37;0,00002;442,42;0,03980
41,90000;1,40;11393,16;-0,00027;443,27;0,03990
42,00000;1,40;11423,46;-0,00013;444,45;0,04000
42,10000;1,40;11446,14;0,00000;445,33;0,04009
42,20000;1,41;11466,67;0,00009;446,13;0,04019
42,30000;1,41;11490,78;0,00009;447,07;0,04029
42,40000;1,41;11518,38;0,00000;448,14;0,04038
42,50000;1,42;11546,57;-0,00013;449,24;0,04047
42,60000;1,42;11570,06;-0,00004;450,15;0,04057
42,70000;1,42;11587,71;-0,00009;450,84;0,04066
42,80000;1,43;11611,55;-0,00009;451,77;0,04076
42,90000;1,43;11645,51;-0,00010;453,09;0,04086
43,00000;1,43;11673,94;0,00007;454,19;0,04095
43,10000;1,44;11687,22;0,00004;454,71;0,04104
43,20000;1,44;11708,60;0,00001;455,54;0,04114
43,30000;1,44;11737,13;-0,00001;456,65;0,04123
43,40000;1,45;11765,00;0,00002;457,74;0,04133
43,50000;1,45;11783,72;-0,00008;458,47;0,04143
43,60000;1,45;11809,31;-0,00005;459,46;0,04152
43,70000;1,46;11835,36;0,00000;460,48;0,04162
43,80000;1,46;11861,51;-0,00008;461,49;0,04171
43,90000;1,46;11882,62;0,00012;462,31;0,04181
44,00000;1,47;11903,96;-0,00008;463,14;0,04190
44,10000;1,47;11927,96;0,00001;464,08;0,04199
44,20000;1,47;11958,80;-0,00024;465,28;0,04210
44,30000;1,48;11979,18;0,00005;466,07;0,04219
44,40000;1,48;11992,35;0,00000;466,58;0,04228
44,50000;1,48;12015,98;0,00007;467,50;0,04238
44,60000;1,49;12045,43;0,00003;468,65;0,04247
44,70000;1,49;12069,64;-0,00013;469,59;0,04256
44,80000;1,49;12090,19;-0,00004;470,39;0,04267
44,90000;1,50;12107,80;0,00003;471,07;0,04276
45,00000;1,50;12126,70;-0,00006;471,81;0,04285
45,10000;1,50;12157,30;-0,00003;473,00;0,04295
45,20000;1,51;12186,59;-0,00003;474,14;0,04305
45,30000;1,51;12199,43;-0,00001;474,64;0,04314
45,40000;1,51;12222,28;0,00003;475,53;0,04323
45,50000;1,52;12251,21;0,00000;476,65;0,04333
45,60000;1,52;12270,27;-0,00013;477,40;0,04342
45,70000;1,52;12288,54;-0,00005;478,11;0,04352
45,80000;1,53;12311,08;-0,00011;478,98;0,04362
45,90000;1,53;12337,17;-0,00008;480,00;0,04371
46,00000;1,53;12363,21;0,00001;481,01;0,04381
46,10000;1,54;12389,73;-0,00007;482,04;0,04390
46,20000;1,54;12399,80;0,00009;482,44;0,04399
46,30000;1,54;12413,73;-0,00002;482,98;0,04409
46,40000;1,55;12447,69;-0,00006;484,30;0,04419
46,50000;1,55;12479,86;-0,00008;485,55;0,04428
46,60000;1,55;12501,21;-0,00008;486,38;0,04438
46,70000;1,56;12515,94;0,00001;486,95;0,04448
46,80000;1,56;12532,10;0,00014;487,58;0,04457
46,90000;1,56;12551,09;0,00000;488,32;0,04466
47,00000;1,57;12581,83;-0,00002;489,52;0,04476
47,10000;1,57;12602,87;-0,00003;490,34;0,04486
47,20000;1,57;12616,61;-0,00007;490,87;0,04495
