Maximum Load;6,33;kN
Extension at Maximum Load;0,66;mm
Modulus (E-modulus);0,00;MPa
Modulus (Automatic Young's);56061,97;MPa
Tensile strain at Maximum Load;0,449;%
Tensile strain at Yield (Offset       0,2 %);0,00000;mm/mm
Tensile stress at Yield (Offset       0,2 %);0,00000;MPa
Tensile strain at Break (Standard);0,00449;mm/mm
Tensile stress at Break (Standard);250,01604;MPa

Time;Extension;Load;Strain 1;Tensile stress;Tensile strain
5,20000;0,17;1688,89;0,00000;66,75;0,00118
5,30000;0,18;1721,72;0,00000;68,05;0,00120
5,40000;0,18;1757,31;0,00000;69,46;0,00122
5,50000;0,18;1785,48;-0,00001;70,57;0,00124
5,60000;0,19;1818,45;0,00000;71,88;0,00127
5,70000;0,19;1854,16;-0,00001;73,29;0,00129
5,80000;0,19;1887,16;0,00000;74,59;0,00131
5,90000;0,20;1916,83;0,00000;75,76;0,00133
6,00000;0,20;1949,71;0,00000;77,06;0,00136
6,10000;0,20;1982,80;-0,00001;78,37;0,00138
6,20000;0,21;2009,06;0,00001;79,41;0,00140
6,30000;0,21;2037,69;-0,00001;80,54;0,00142
6,40000;0,21;2076,59;0,00000;82,08;0,00145
6,50000;0,22;2111,63;0,00000;83,46;0,00147
6,60000;0,22;2142,74;0,00000;84,69;0,00149
6,70000;0,22;2175,79;0,00000;86,00;0,00151
6,80000;0,23;2205,07;-0,00001;87,16;0,00154
6,90000;0,23;2231,71;0,00001;88,21;0,00156
7,00000;0,23;2267,67;0,00000;89,63;0,00158
7,10000;0,24;2302,39;0,00000;91,00;0,00160
7,20000;0,24;2326,83;0,00000;91,97;0,00163
7,30000;0,24;2366,02;0,00000;93,52;0,00165
7,40000;0,25;2406,51;0,00000;95,12;0,00167
7,50000;0,25;2430,99;0,00000;96,09;0,00170
7,60000;0,25;2454,20;0,00001;97,00;0,00172
7,70000;0,26;2490,15;-0,00001;98,42;0,00174
7,80000;0,26;2526,50;0,00001;99,86;0,00176
7,90000;0,26;2559,83;-0,00001;101,18;0,00178
8,00000;0,27;2593,12;0,00001;102,49;0,00181
8,10000;0,27;2616,03;0,00000;103,40;0,00183
8,20000;0,27;2642,37;-0,00001;104,44;0,00185
8,30000;0,28;2683,37;0,00001;106,06;0,00187
8,40000;0,28;2724,13;-0,00001;107,67;0,00190
8,50000;0,28;2741,05;0,00001;108,34;0,00192
8,60000;0,29;2773,97;0,00000;109,64;0,00194
8,70000;0,29;2816,85;0,00000;111,34;0,00197
8,80000;0,29;2844,08;-0,00001;112,41;0,00199
8,90000;0,30;2869,54;0,00001;113,42;0,00201
9,00000;0,30;2900,89;0,00000;114,66;0,00203
9,10000;0,30;2934,09;0,00000;115,97;0,00206
9,20000;0,31;2968,63;0,00000;117,34;0,00208
9,30000;0,31;3010,56;0,00000;118,99;0,00210
9,40000;0,31;3031,98;0,00001;119,84;0,00212
9,50000;0,32;3049,43;0,00000;120,53;0,00215
9,60000;0,32;3090,45;0,00002;122,15;0,00217
9,70000;0,32;3134,62;0,00000;123,90;0,00219
9,80000;0,33;3158,68;0,00001;124,85;0,00221
9,90000;0,33;3188,76;0,00000;126,04;0,00224
10,00000;0,33;3224,29;0,00001;127,44;0,00226
10,10000;0,34;3251,26;0,00001;128,51;0,00228
10,20000;0,34;3284,19;-0,00001;129,81;0,00230
10,30000;0,34;3321,44;0,00001;131,28;0,00233
10,40000;0,35;3343,34;0,00000;132,15;0,00235
10,50000;0,35;3372,51;0,00001;133,30;0,00237
10,60000;0,35;3421,35;0,00000;135,23;0,00240
10,70000;0,36;3448,44;0,00001;136,30;0,00242
10,80000;0,36;3465,68;0,00001;136,98;0,00244
10,90000;0,36;3503,95;0,00000;138,50;0,00246
11,00000;0,37;3540,75;0,00001;139,95;0,00249
11,10000;0,37;3564,45;-0,00001;140,89;0,00251
11,20000;0,37;3601,69;0,00001;142,36;0,00253
11,30000;0,38;3634,96;-0,00001;143,67;0,00255
11,40000;0,38;3654,42;0,00001;144,44;0,00258
11,50000;0,38;3693,20;0,00000;145,98;0,00260
11,60000;0,39;3733,29;0,00000;147,56;0,00262
11,70000;0,39;3760,42;0,00000;148,63;0,00264
11,80000;0,39;3786,82;0,00001;149,68;0,00267
11,90000;0,40;3824,95;0,00000;151,18;0,00269
12,00000;0,40;3854,79;0,00001;152,36;0,00271
12,10000;0,40;3874,37;0,00000;153,14;0,00273
12,20000;0,41;3914,34;0,00001;154,72;0,00276
12,30000;0,41;3949,39;0,00000;156,10;0,00278
12,40000;0,41;3974,92;0,00000;157,11;0,00280
12,50000;0,42;4013,39;0,00001;158,63;0,00283
12,60000;0,42;4046,77;0,00000;159,95;0,00285
12,70000;0,42;4076,20;0,00001;161,11;0,00287
12,80000;0,43;4103,39;-0,00001;162,19;0,00289
12,90000;0,43;4136,01;0,00001;163,48;0,00291
13,00000;0,43;4164,51;0,00000;164,61;0,00294
13,10000;0,44;4196,65;0,00000;165,88;0,00296
13,20000;0,44;4234,66;0,00000;167,38;0,00298
13,30000;0,44;4266,54;0,00001;168,64;0,00300
13,40000;0,45;4288,36;0,00000;169,50;0,00303
13,50000;0,45;4321,26;0,00000;170,80;0,00305
13,60000;0,45;4364,08;0,00001;172,49;0,00307
13,70000;0,46;4389,73;0,00000;173,51;0,00310
13,80000;0,46;4419,41;0,00002;174,68;0,00312
13,90000;0,46;4448,51;-0,00001;175,83;0,00314
14,00000;0,47;4478,42;0,00001;177,01;0,00316
14,10000;0,47;4511,27;-0,00001;178,31;0,00319
14,20000;0,47;4549,26;0,00002;179,81;0,00321
14,30000;0,48;4576,61;0,00000;180,89;0,00323
14,40000;0,48;4604,60;0,00000;182,00;0,00325
14,50000;0,48;4647,92;0,00000;183,71;0,00328
14,60000;0,49;4684,76;0,00000;185,17;0,00330
14,70000;0,49;4699,12;0,00001;185,74;0,00332
14,80000;0,49;4722,44;-0,00001;186,66;0,00334
14,90000;0,50;4763,15;0,00000;188,27;0,00337
15,00000;0,50;4795,19;-0,00001;189,53;0,00339
15,10000;0,50;4834,16;0,00001;191,07;0,00341
15,20000;0,51;4861,23;-0,00001;192,14;0,00343
15,30000;0,51;4888,41;0,00001;193,22;0,00346
15,40000;0,51;4920,41;-0,00001;194,48;0,00348
15,50000;0,52;4957,40;0,00001;195,94;0,00350
15,60000;0,52;4994,53;-0,00001;197,41;0,00353
15,70000;0,52;5006,15;-0,00001;197,87;0,00355
15,80000;0,53;5041,98;0,00001;199,29;0,00357
15,90000;0,53;5081,63;0,00000;200,86;0,00359
16,00000;0,53;5109,95;0,00002;201,97;0,00362
16,10000;0,54;5135,76;-0,00001;202,99;0,00364
16,20000;0,54;5167,69;0,00002;204,26;0,00366
16,30000;0,54;5204,55;-0,00002;205,71;0,00368
16,40000;0,55;5236,61;0,00002;206,98;0,00371
16,50000;0,55;5276,06;-0,00001;208,54;0,00373
16,60000;0,55;5297,94;0,00001;209,40;0,00375
16,70000;0,56;5313,05;0,00000;210,00;0,00377
16,80000;0,56;5349,36;0,00000;211,44;0,00380
16,90000;0,56;5400,25;0,00001;213,45;0,00382
17,00000;0,57;5421,33;0,00000;214,28;0,00384
17,10000;0,57;5451,05;0,00001;215,46;0,00386
17,20000;0,57;5490,74;-0,00001;217,03;0,00389
17,30000;0,58;5519,77;0,00001;218,17;0,00391
17,40000;0,58;5547,15;0,00000;219,25;0,00393
17,50000;0,58;5581,19;0,00001;220,60;0,00396
17,60000;0,59;5607,40;0,00000;221,64;0,00398
17,70000;0,59;5629,98;-0,00001;222,53;0,00400
17,80000;0,59;5677,14;0,00002;224,39;0,00402
17,90000;0,60;5707,35;-0,00001;225,59;0,00405
18,00000;0,60;5729,59;0,00002;226,47;0,00407
18,10000;0,60;5765,43;-0,00001;227,88;0,00409
18,20000;0,61;5803,66;0,00002;229,39;0,00411
18,30000;0,61;5829,48;0,00000;230,41;0,00413
18,40000;0,61;5860,08;0,00000;231,62;0,00416
18,50000;0,62;5897,10;0,00001;233,09;0,00418
18,60000;0,62;5920,26;0,00000;234,00;0,00420
18,70000;0,62;5946,17;0,00001;235,03;0,00423
18,80000;0,63;5980,69;0,00000;236,39;0,00425
18,90000;0,63;6017,43;0,00002;237,84;0,00427
19,00000;0,63;6043,80;0,00000;238,89;0,00429
19,10000;0,64;6082,41;0,00000;240,41;0,00432
19,20000;0,64;6115,60;0,00000;241,72;0,00434
19,30000;0,64;6135,72;0,00001;242,52;0,00436
19,40000;0,65;6168,47;-0,00001;243,81;0,00438
19,50000;0,65;6203,28;0,00001;245,19;0,00441
19,60000;0,65;6233,28;0,00000;246,37;0,00443
19,70000;0,66;6256,23;0,00000;247,28;0,00445
19,80000;0,66;6293,00;0,00001;248,74;0,00447
19,87600;0,66;6325,41;0,00000;250,02;0,00449
