Maximum Load;5,04;kN
Extension at Maximum Load;0,50;mm
Modulus (E-modulus);0,00;MPa
Modulus (Automatic Young's);53300,06;MPa
Tensile strain at Maximum Load;0,380;%
Tensile strain at Yield (Offset       0,2 %);0,00000;mm/mm
Tensile stress at Yield (Offset       0,2 %);0,00000;MPa
Tensile strain at Break (Standard);0,00380;mm/mm
Tensile stress at Break (Standard);200,00666;MPa

Time;Extension;Load;Strain 1;Tensile stress;Tensile strain
(sec);(mm);(N);(mm/mm);(MPa);(mm/mm)
0,00000;0,00;9,28;-0,00001;0,37;0,00000
0,10000;0,00;9,94;-0,00001;0,39;0,00000
0,20000;0,00;11,30;0,00000;0,45;0,00001
0,30000;0,01;32,11;-0,00001;1,27;0,00004
0,40000;0,01;88,70;-0,00001;3,52;0,00008
0,50000;0,02;145,58;-0,00001;5,78;0,00012
0,60000;0,02;181,55;0,00000;7,21;0,00015
0,70000;0,02;214,78;-0,00001;8,53;0,00018
0,80000;0,03;251,10;0,00000;9,97;0,00020
0,90000;0,03;286,77;-0,00001;11,39;0,00023
1,00000;0,03;328,48;-0,00001;13,04;0,00025
1,10000;0,04;359,80;-0,00001;14,29;0,00028
1,20000;0,04;386,38;-0,00001;15,34;0,00030
1,30000;0,04;426,27;-0,00001;16,93;0,00033
1,40000;0,05;464,32;-0,00001;18,44;0,00036
1,50000;0,05;489,66;-0,00001;19,44;0,00038
1,60000;0,05;521,65;-0,00001;20,71;0,00040
1,70000;0,06;557,96;-0,00001;22,15;0,00043
1,80000;0,06;591,56;-0,00001;23,49;0,00046
1,90000;0,06;625,12;-0,00001;24,82;0,00048
2,00000;0,07;658,26;-0,00001;26,14;0,00051
2,10000;0,07;696,01;-0,00001;27,64;0,00053
2,20000;0,07;736,82;-0,00001;29,26;0,00056
2,30000;0,08;768,74;-0,00001;30,52;0,00058
2,40000;0,08;792,35;-0,00001;31,46;0,00061
2,50000;0,08;821,31;-0,00001;32,61;0,00063
2,60000;0,09;865,44;-0,00001;34,36;0,00066
2,70000;0,09;902,86;-0,00001;35,85;0,00068
2,80000;0,09;934,52;-0,00001;37,11;0,00071
2,90000;0,10;968,27;-0,00001;38,45;0,00073
3,00000;0,10;1004,35;-0,00001;39,88;0,00076
3,10000;0,10;1041,04;-0,00001;41,34;0,00078
3,20000;0,11;1071,71;-0,00001;42,55;0,00081
3,30000;0,11;1096,80;-0,00001;43,55;0,00083
3,40000;0,11;1133,23;-0,00001;45,00;0,00086
3,50000;0,12;1175,63;-0,00001;46,68;0,00088
3,60000;0,12;1202,21;-0,00001;47,74;0,00091
3,70000;0,12;1232,03;-0,00001;48,92;0,00093
3,80000;0,13;1272,76;-0,00001;50,54;0,00096
3,90000;0,13;1312,31;-0,00001;52,11;0,00099
4,00000;0,13;1345,18;-0,00001;53,41;0,00101
4,10000;0,14;1373,13;-0,00001;54,52;0,00103
4,20000;0,14;1400,63;-0,00001;55,61;0,00106
4,30000;0,14;1436,47;-0,00001;57,04;0,00109
4,40000;0,15;1477,58;-0,00001;58,67;0,00111
4,50000;0,15;1509,31;-0,00001;59,93;0,00114
4,60000;0,15;1544,19;-0,00001;61,31;0,00116
4,70000;0,16;1582,42;-0,00001;62,83;0,00119
4,80000;0,16;1612,22;-0,00001;64,02;0,00121
4,90000;0,16;1641,65;-0,00001;65,18;0,00124
5,00000;0,17;1675,98;-0,00001;66,55;0,00126
5,10000;0,17;1708,56;-0,00001;67,84;0,00129
5,20000;0,17;1744,99;-0,00001;69,29;0,00131
5,30000;0,18;1781,10;-0,00001;70,72;0,00134
5,40000;0,18;1811,33;-0,00001;71,92;0,00136
5,50000;0,18;1846,50;-0,00001;73,32;0,00139
5,60000;0,19;1885,66;-0,00001;74,87;0,00141
5,70000;0,19;1913,72;-0,00001;75,99;0,00144
5,80000;0,19;1950,54;-0,00001;77,45;0,00147
5,90000;0,20;1987,78;-0,00001;78,93;0,00149
6,00000;0,20;2014,78;-0,00001;80,00;0,00152
6,10000;0,20;2044,47;-0,00001;81,18;0,00154
6,20000;0,21;2084,08;-0,00001;82,75;0,00157
6,30000;0,21;2122,09;-0,00001;84,26;0,00159
6,40000;0,21;2154,39;-0,00001;85,54;0,00162
6,50000;0,22;2191,04;-0,00002;87,00;0,00164
6,60000;0,22;2217,66;-0,00001;88,05;0,00167
6,70000;0,22;2248,77;-0,00001;89,29;0,00169
6,80000;0,23;2292,22;-0,00001;91,02;0,00172
6,90000;0,23;2318,73;-0,00001;92,07;0,00174
7,00000;0,23;2345,49;-0,00001;93,13;0,00177
7,10000;0,24;2397,71;-0,00001;95,20;0,00179
7,20000;0,24;2430,41;-0,00001;96,50;0,00182
7,30000;0,24;2450,67;-0,00001;97,31;0,00184
7,40000;0,25;2486,90;-0,00001;98,75;0,00187
7,50000;0,25;2526,38;-0,00001;100,31;0,00189
7,60000;0,25;2556,56;-0,00001;101,51;0,00192
7,70000;0,26;2599,96;-0,00001;103,23;0,00194
7,80000;0,26;2622,87;-0,00001;104,14;0,00197
7,90000;0,26;2648,46;-0,00001;105,16;0,00200
8,00000;0,27;2697,14;-0,00001;107,09;0,00202
8,10000;0,27;2735,85;-0,00001;108,63;0,00205
8,20000;0,27;2751,28;-0,00001;109,24;0,00207
8,30000;0,28;2792,03;-0,00002;110,86;0,00210
8,40000;0,28;2831,79;-0,00001;112,44;0,00212
8,50000;0,28;2859,09;-0,00001;113,52;0,00215
8,60000;0,29;2891,04;-0,00001;114,79;0,00217
8,70000;0,29;2926,01;-0,00002;116,18;0,00220
8,80000;0,29;2955,55;-0,00001;117,35;0,00222
8,90000;0,30;3000,59;-0,00001;119,14;0,00225
9,00000;0,30;3036,85;-0,00001;120,58;0,00227
9,10000;0,30;3048,71;-0,00001;121,05;0,00230
9,20000;0,31;3086,92;-0,00002;122,57;0,00232
9,30000;0,31;3137,33;-0,00001;124,57;0,00235
9,40000;0,31;3163,92;-0,00001;125,63;0,00237
9,50000;0,32;3196,24;-0,00001;126,91;0,00240
9,60000;0,32;3232,72;-0,00001;128,36;0,00243
9,70000;0,32;3260,45;-0,00001;129,46;0,00245
9,80000;0,33;3293,87;-0,00001;130,79;0,00247
9,90000;0,33;3333,51;-0,00001;132,36;0,00250
10,00000;0,33;3356,88;-0,00001;133,29;0,00252
10,10000;0,34;3393,82;-0,00001;134,76;0,00255
10,20000;0,34;3442,11;-0,00002;136,67;0,00258
10,30000;0,34;3462,34;-0,00002;137,48;0,00260
10,40000;0,35;3489,42;-0,00001;138,55;0,00263
10,50000;0,35;3531,92;-0,00002;140,24;0,00265
10,60000;0,35;3563,42;-0,00001;141,49;0,00268
10,70000;0,36;3593,38;-0,00002;142,68;0,00270
10,80000;0,36;3636,41;-0,00002;144,39;0,00273
10,90000;0,36;3660,51;-0,00001;145,34;0,00275
11,00000;0,37;3691,95;-0,00001;146,59;0,00278
11,10000;0,37;3738,38;-0,00002;148,44;0,00280
11,20000;0,37;3769,92;-0,00002;149,69;0,00283
11,30000;0,38;3796,55;-0,00001;150,75;0,00285
11,40000;0,38;3836,79;-0,00002;152,34;0,00288
11,50000;0,38;3867,09;-0,00002;153,55;0,00290
11,60000;0,39;3886,08;-0,00002;154,30;0,00293
11,70000;0,39;3931,35;-0,00001;156,10;0,00296
11,80000;0,39;3969,04;-0,00002;157,60;0,00298
11,90000;0,40;3992,71;-0,00001;158,54;0,00300
12,00000;0,40;4034,54;-0,00002;160,20;0,00303
12,10000;0,40;4074,16;-0,00001;161,77;0,00306
12,20000;0,41;4096,59;-0,00001;162,66;0,00308
12,30000;0,41;4130,27;-0,00001;164,00;0,00311
12,40000;0,41;4168,64;-0,00001;165,52;0,00313
12,50000;0,42;4189,34;-0,00001;166,34;0,00316
12,60000;0,42;4234,02;-0,00001;168,12;0,00318
12,70000;0,42;4274,52;-0,00001;169,72;0,00321
12,80000;0,43;4293,38;-0,00001;170,47;0,00323
12,90000;0,43;4326,54;-0,00001;171,79;0,00326
13,00000;0,43;4377,60;-0,00001;173,82;0,00328
13,10000;0,44;4399,41;-0,00001;174,68;0,00331
13,20000;0,44;4428,76;-0,00001;175,85;0,00333
13,30000;0,44;4464,27;-0,00001;177,26;0,00336
13,40000;0,45;4492,07;-0,00001;178,36;0,00338
13,50000;0,45;4528,29;-0,00001;179,80;0,00341
13,60000;0,45;4569,51;-0,00001;181,44;0,00344
13,70000;0,46;4592,81;-0,00001;182,36;0,00346
13,80000;0,46;4627,90;-0,00001;183,76;0,00348
13,90000;0,46;4675,58;-0,00001;185,65;0,00351
14,00000;0,47;4704,33;-0,00001;186,79;0,00354
14,10000;0,47;4717,62;-0,00001;187,32;0,00356
14,20000;0,47;4753,93;-0,00001;188,76;0,00359
14,30000;0,48;4795,31;-0,00001;190,40;0,00361
14,40000;0,48;4829,72;-0,00001;191,77;0,00364
14,50000;0,48;4866,88;-0,00001;193,25;0,00366
14,60000;0,49;4894,81;-0,00001;194,35;0,00369
14,70000;0,49;4924,69;-0,00001;195,54;0,00371
14,80000;0,49;4966,14;-0,00001;197,19;0,00374
14,90000;0,50;5005,08;-0,00001;198,73;0,00376
15,00000;0,50;5018,57;-0,00001;199,27;0,00379
15,05200;0,50;5037,17;-0,00001;200,01;0,00380
