
 ID      PARA1  RISE  COUN  DURATION AMP PCNTS  ABS-ENERGY
  1     0.0546     3     1         3  36     1 403.495E-03
  1     0.0546     1     3         6  37     1   1.193E+00
  1     0.0546     1     1         6  33     1   1.193E+00
  1     0.0562     1    13       109  44     1  18.839E+00
  1     0.0562    26    14        58  44     7  14.584E+00
  1     0.0546     7     6        22  42     4   5.161E+00
  1     0.0562     5     3        23  40     1   3.751E+00
  1     0.0586     5     1         5  36     1 345.401E-03
  1     0.0586     4     4        17  40     3   3.208E+00
  1     0.0562     9    10        74  43     4  10.395E+00
  1     0.0562    25    44       151  49     9  99.794E+00
  1     0.0546    25     1       151  32     1  99.794E+00
  1     0.0546     1     2         2  36     1 393.254E-03
  1     0.0562     4     5         7  39     3   1.972E+00
  1     0.0562     4     1         7  33     1   1.972E+00
  1     0.0562     4     1         1  33     1   0.000E+00
  1     0.0562     1     6        20  40     1   3.067E+00
  1     0.0562     1    16        57  49     1  31.429E+00
  1     0.0586     2     8        28  42     2   5.569E+00
  1     0.0546    33    20        66  47     7  29.045E+00
  1     0.0562     3     2         3  37     2 703.650E-03
  1     0.0562     4     6        44  39     2   4.740E+00
  1     0.0540     9     2         9  36     2 886.126E-03
  1     0.0546    57    27        89  46    22  36.685E+00
  1     0.0562     8     1         8  36     1 588.578E-03
  1     0.0562     3     2         3  37     2 634.383E-03
  1     0.0537     7     1         7  36     1 738.469E-03
  1     0.0540     1    13        41  41     1  10.362E+00
  1     0.0546     9     3        10  38     2   1.546E+00
  1     0.0546     8     2         9  37     2 959.675E-03
  1     0.0540     3     2         4  36     1 631.777E-03
  1     0.0537     3     2         9  37     1   1.023E+00
  1     0.0540     1     1         1  37     1 118.609E-03
  1     0.0540    24    20        90  46     4  25.795E+00
  1     0.0537    44    43       190  53    21 139.045E+00
  1     0.0537     4     1         4  36     1 611.667E-03
  1     0.0546     4     5         9  41     3   2.429E+00
  1     0.0537     1     1         1  36     1  36.495E-03
  1     0.0546    39    83       274  53    15 287.913E+00
  1     0.0546     1    16        54  49     1  27.201E+00
  1     0.0546     1     2         3  39     1 968.240E-03
  1     0.0540     1     1         1  35     1 124.568E-03
  1     0.0540     1     9        32  47     1  11.718E+00
  1     0.0540     1     1        32  35     1  11.718E+00
  1     0.0562    39    14        53  42     9  12.666E+00
  1     0.0562    37    54       203  57    19 216.740E+00
  1     0.0540     1     1         1  36     1 111.161E-03
  1     0.0537     3     2         3  37     2 543.145E-03
  1     0.0537     7     1         7  35     1 729.159E-03
  1     0.0546     1     4         9  38     1   1.291E+00
  1     0.0537     1     2         7  37     1 633.825E-03
  1     0.0537     1     3         9  37     1   1.225E+00
  1     0.0537     1     2         9  37     1 898.601E-03
  1     0.0546     8     8        54  41     5   8.248E+00
  1     0.0546     9    21       105  49     5  40.427E+00
  1     0.0546    24    14        76  40     6  12.280E+00
  1     0.0546    24     1        76  34     1  12.280E+00
  1     0.0540    11    12        29  42     5  11.364E+00
  1     0.0540     4     2        14  38     1   1.937E+00
  1     0.0540    37     1        37  35     1   2.246E+00
  1     0.0546     1    10        37  43     1   9.387E+00
  1     0.0546     4     5         9  41     3   2.403E+00
  1     0.0540    36     9        48  43     6   9.865E+00
  1     0.0537    36     1        48  34     1   9.865E+00
  1     0.0537    23    12        42  44     7  11.434E+00
  1     0.0546     4     1         4  35     1 321.195E-03
  1     0.0546    34    23        56  46    14  33.691E+00
  1     0.0546     4     2         4  37     2 576.103E-03
  1     0.0537    38    45       214  51    15  68.642E+00
  1     0.0543     8     3         8  36     3   1.077E+00
  1     0.0543     1     1         1  36     1 181.173E-03
  1     0.0546     9     3         9  37     3 857.451E-03
  1     0.0546    12    32       121  44     5  36.411E+00
  1     0.0537     3     3         6  38     2   1.199E+00
  1     0.0537    10     6        21  43     5   6.337E+00
  1     0.0537    26     9        49  44     2  14.835E+00
  1     0.0537     7     9        32  40     3   5.425E+00
  1     0.0537     5     5        51  40     3   3.970E+00
  1     0.0537     6     1         6  35     1 496.037E-03
  1     0.0537     1     2         3  37     1 414.109E-03
  1     0.0537     2     4        19  41     2   3.156E+00
  1     0.0537     1     1         1  35     1  94.962E-03
  1     0.0537     8     3         9  38     3   1.923E+00
  1     0.0537     1     3        20  37     2   2.086E+00
  1     0.0537     5     3         7  37     2   1.106E+00
  1     0.0537     5    17       105  42     3  18.272E+00
  1     0.0537     3     4         6  40     2   2.390E+00
  1     0.0537     1     5        24  40     1   3.550E+00
  1     0.0537     1    12        51  44     1  12.247E+00
  1     0.0537     1     2         1  37     1 283.396E-03
  1     0.0537     8     4        15  38     2   2.410E+00
  1     0.0537    28    37       144  47     9  50.161E+00
  1     0.0537     1     1         1  37     1 134.250E-03
  1     0.0537     1    17        58  47     1  24.862E+00
  1     0.0537     1    18        93  44     1  20.572E+00
  1     0.0537     5     3         9  38     3   1.296E+00
  1     0.0537    36     2        36  35     2   2.293E+00
  1     0.0537     8     5        16  38     2   3.082E+00
  1     0.0537     9    28       127  56     6 197.056E+00
  1     0.0537     1     8        21  43     1   7.777E+00
  1     0.0537     1     7        20  41     1   4.200E+00
  1     0.0537     1     1        20  34     1   4.200E+00
  1     0.0537     1     1         1  37     1  92.914E-03
  1     0.0537     3     2         9  38     1   1.753E+00
  1     0.0537     3     1         9  33     1   1.753E+00
  1     0.0537    33     1        33  36     1   2.096E+00
  1     0.0537     1     6        10  42     2   4.455E+00
  1     0.0537     1     7        53  42     2   6.674E+00
  1     0.0537     1     5        10  41     1   2.552E+00
  1     0.0537     3     6        21  43     3   4.962E+00
  1     0.0537     1     2         9  37     1 992.260E-03
  1     0.0537     5     8        13  44     3   5.259E+00
  1     0.0537     1     6        36  45     1   8.454E+00
  1     0.0537     8     8        19  43     5   7.958E+00
  1     0.0537    30    16        77  46     7  19.163E+00
  1     0.0537     1     4        10  41     1   2.497E+00
  1     0.0537     5     7        21  43     4   6.241E+00
  1     0.0537     1     2         1  37     1 289.913E-03
  1     0.0537     5     4        17  38     3   2.395E+00
  1     0.0537     6     6        21  39     2   4.255E+00
  1     0.0537     7     1         7  36     1 778.316E-03
  1     0.0537     1    18        66  47     1  27.324E+00
  1     0.0537     1     3        11  41     1   1.965E+00
  1     0.0540     1     7        28  44     2   8.034E+00
  1     0.0540     8     2         8  36     2 784.647E-03
  1     0.0513     6     3         7  40     3   1.855E+00
  1     0.0513     7    25       133  48     4  51.975E+00
  1     0.0513    40    27        75  51    16  54.259E+00
  1     0.0513     1     1         1  36     1  66.660E-03
  1     0.0513     3     3         8  38     2   1.099E+00
  1     0.0537     7    14        61  45     4  22.945E+00
  1     0.0537     8     4         9  38     3   1.365E+00
  1     0.0537     4     7        25  41     2   6.199E+00
  1     0.0537     4     1        25  34     1   6.199E+00
  1     0.0513     1     4         6  41     2   2.661E+00
  1     0.0513     1     4        10  39     1   2.129E+00
  1     0.0513     1     1        10  34     1   2.129E+00
  1     0.0513     3     3        40  39     2   3.123E+00
  1     0.0537     1     2         2  36     1 348.566E-03
  1     0.0537     1     2         7  36     1 654.493E-03
  1     0.0537    31    85       398  49    18 116.527E+00
  1     0.0497     1    44       150  56     2 259.123E+00
  1     0.0513     1     1       150  35     1 259.123E+00
  1     0.0537    30     7        43  47     3  15.340E+00
  1     0.0513     1     3         7  44     1   3.312E+00
  1     0.0513     1     9        22  45     2  10.224E+00
  1     0.0513     1     3        14  39     1   1.456E+00
  1     0.0513    46    10        66  43     8  11.166E+00
  1     0.0516    46     1        66  34     1  11.166E+00
  1     0.0516    46     1        66  34     1  11.166E+00
  1     0.0516     1     3         7  38     1 973.454E-03
  1     0.0537     1     3         8  38     1   1.205E+00
  1     0.0537     9     4        10  38     3   1.933E+00
  1     0.0516     1     2         1  38     1 308.347E-03
  1     0.0537    43     7        60  40     6   7.385E+00
  1     0.0537     5     2         7  37     1 971.219E-03
  1     0.0537    59    41       213  46    18  96.803E+00
  1     0.0513    59     1       213  33     1  96.803E+00
  1     0.0513     1     1         1  36     1  99.803E-03
  1     0.0513     3     1         3  35     1 233.309E-03
  1     0.0513     9     8        23  42     5   5.536E+00
  1     0.0513    46    17        74  44    13  18.464E+00
  1     0.0513    29     5        52  38     3   5.453E+00
  1     0.0513    40    24       105  47    11  27.261E+00
  1     0.0537    40     1       105  33     1  27.261E+00
  1     0.0537     6     2         6  36     2 728.042E-03
  1     0.0537     3     1         3  35     1 328.271E-03
  1     0.0537     1     2        36  38     1   3.284E+00
  1     0.0537     1     2         5  37     1 631.963E-03
  1     0.0537     1     4         9  37     1   1.563E+00
  1     0.0537     1     4         9  38     1   1.348E+00
  1     0.0537     1     8        34  42     1   5.369E+00
  1     0.0513     9    11        47  45     6  13.666E+00
  1     0.0537     9     1        47  34     1  13.666E+00
  1     0.0537     1     1         1  35     1  73.921E-03
  1     0.0537     7     1         7  36     1 496.037E-03
  1     0.0537     3     5         7  42     3   4.011E+00
  1     0.0537     7     6        49  39     3   4.675E+00
  1     0.0513     8     4         9  40     4   1.863E+00
  1     0.0513     1     4         6  41     1   2.039E+00
  1     0.0513     1     1         1  37     1 200.910E-03
  1     0.0513     1     1         1  39     1 393.627E-03
  1     0.0513     3    14        58  46     3  20.582E+00
  1     0.0513    12    10        38  46     3  12.529E+00
  1     0.0513    34     8        41  44     6   9.280E+00
  1     0.0513     1     4        20  38     1   2.397E+00
  1     0.0537     1     1        20  34     1   2.397E+00
  1     0.0513    41    69       216  50    18 125.985E+00
  1     0.0513    12     5        13  38     5   2.914E+00
  1     0.0497     8     4        10  39     3   1.737E+00
  1     0.0513     8     1        10  35     1   1.737E+00
  1     0.0513     3     3         4  37     3 911.449E-03
  1     0.0513     1     1         1  35     1 145.608E-03
  1     0.0497     7     4         8  39     4   1.757E+00
  1     0.0497     1     1         1  38     1 480.955E-03
  1     0.0497     1     1         1  35     1 480.955E-03
  1     0.0497    13     6        74  40     2   7.479E+00
  1     0.0497    13     1        74  35     1   7.479E+00
  1     0.0513     3     5         9  41     2   2.455E+00
  1     0.0497     2     8        20  46     2  11.514E+00
  1     0.0497     2     1        20  35     1  11.514E+00
  1     0.0497    29    20        69  43    11  20.690E+00
  1     0.0497     1     1         1  37     1 206.868E-03
  1     0.0513     1     1         1  37     1  99.431E-03
  1     0.0513     1     1         1  35     1  99.431E-03
  1     0.0497     1     1         1  33     1   0.000E+00
  1     0.0497     1     8        33  43     1   8.072E+00
  1     0.0497     1     2         2  41     1   1.110E+00
  1     0.0497     1     7        19  42     1   5.175E+00
  1     0.0497     1     1         1  36     1  35.192E-03
  1     0.0497     5     8        18  46     3  14.465E+00
  1     0.0497     1     5        34  38     1   4.661E+00
  1     0.0497    40    39       166  49    10  83.794E+00
  1     0.0513     3     3         4  39     3   1.261E+00
  1     0.0513    78     8        90  38     5   9.614E+00
  1     0.0513     1     2         9  38     2   1.098E+00
  1     0.0497     1     9        32  47     1  12.103E+00
  1     0.0497     5    16        68  47     4  22.306E+00
  1     0.0497     5     1        68  32     1  22.306E+00
  1     0.0497     1     1         1  36     1  80.438E-03
  1     0.0497     1    15        40  46     2  17.794E+00
  1     0.0497     1     1        40  33     1  17.794E+00
  1     0.0497     9     2         9  37     2   1.073E+00
