
 ID      PARA1  RISE  COUN  DURATION AMP PCNTS  ABS-ENERGY
  1   732.4442     4     4        14  49     2  29.999E+00
  1   985.7479     1     5        17  54     1  65.175E+00
  1  1297.0367     4     1         4  46     1   4.772E+00
  1  1370.2811     1     6        22  60     1 118.677E+00
  1  1370.2811     1    12        36  58     1 153.425E+00
  1  1416.0588     1     1         1  44     1   0.000E+00
  1  1733.4513     4     1         4  46     1   4.401E+00
  1  2050.8438     1    12        37  58     1 200.476E+00
  1  2249.2141     1     4        18  53     1  41.503E+00
  1  2401.8066     3     2         4  47     1   8.979E+00
  1  3125.0955     1    10        35  58     1 168.378E+00
  1  3372.2952     3     3         9  48     1  15.084E+00
  1  3372.2952     3     1         9  43     1  15.084E+00
  1  3906.3691    34    48       193  68    18   5.870E+03
  1  4101.6875     2     6        27  54     2  55.335E+00
  1  4300.0581    46     6        92  49     4  94.424E+00
  1  4467.9102     4    11        21  54     3  87.809E+00
  1  4599.1392     1     6        19  57     1  81.134E+00
  1  4712.0581     1     1        19  40     1  81.134E+00
  1  4736.4727     1     6        23  55     1  88.431E+00
  1  4843.2876     4     5        14  51     3  22.726E+00
  1  4882.9614     6     6        27  53     3  48.748E+00
  1  4940.9468     4     1         4  46     1   4.326E+00
  1  5029.4507    18    13        42  56     7 227.125E+00
  1  5038.6060     4     7        22  52     2  82.006E+00
  1  5127.1099     1    11        32  57     1 184.756E+00
  1  5136.2651     1     3        11  49     1  22.223E+00
  1  5420.0874     1     1         1  44     1   0.000E+00
  1  5737.4800    31    15       152  58     4 593.892E+00
  1  5771.0503    21    20        68  62     9 920.796E+00
  1  5859.5537     1     5        14  49     1  37.765E+00
  1  5957.2129     1     8        36  56     2  88.399E+00
  1  6006.0430     9    40       219  66     6   3.657E+03
  1  6006.0430    14    28        89  62     7 862.565E+00
  1  6054.8721     1     1         1  45     1 290.286E-03
  1  6128.1167     9    35       152  61     5 979.438E+00
  1  6152.5317     9     1       152  43     1 979.438E+00
  1  6176.9463     4     2        11  48     2  19.809E+00
  1  6308.1758    12    82       657  76     7  67.764E+03
  1  6323.4355     1     4        19  51     1  36.087E+00
  1  6323.4355     7    37       178  66     3   2.979E+03
  1  6350.9019     8     5        20  54     3  74.224E+00
  1  6494.3389    30    31       182  63    12   1.642E+03
  1  6503.4941    23    78       591  77     9  60.959E+03
  1  6543.1685     7    41       163  78     5  21.990E+03
  1  6543.1685     4   122      1074  79     3 149.976E+03
  1  6591.9985    19     2        19  46     2  14.854E+00
  1  6643.8794    43    88       837  80    17 142.821E+03
  1  6668.2944     1    14        43  57     1 277.345E+00
  1  6714.0723     1     1         1  46     1   1.780E+00
  1  6714.0723     3    14        41  62     2 430.589E+00
  1  6747.6426     2    61       267  72     2   7.418E+03
  1  6747.6426     3    19        59  67     3   1.156E+03
  1  6747.6426    23    66       490  81    11 120.806E+03
  1  6814.7832     6    41       176  64     6   1.384E+03
  1  6860.5605    10    58       258  68     6   6.599E+03
  1  6933.8052     1    17       105  58     1 449.887E+00
  1  6933.8052     7    13        51  58     2 253.296E+00
  1  6958.2202    50    35       104  56    21 721.499E+00
  1  6982.6353    28    58       189  68    15   6.273E+03
  1  6982.6353     2    28       113  70     2   2.479E+03
  1  6982.6353     1     4        14  49     1  34.071E+00
  1  7034.5161    16    43       216  72     8   9.143E+03
  1  7034.5161     3   123       612  86     2 206.353E+03
  1  7080.2944     4    54       281  67     3   4.377E+03
  1  7080.2944     1     7        19  51     1  65.065E+00
  1  7080.2944    26     8        66  51     5  98.331E+00
  1  7153.5386    28    46       383  74    12  16.948E+03
  1  7153.5386    28     1       383  39     1  16.948E+03
  1  7187.1089    28    26       109  64    12   1.690E+03
  1  7187.1089    11    40       165  66     8   1.953E+03
  1  7187.1089    32    40       233  68    14   5.399E+03
  1  7187.1089    26    43       291  72    14   9.932E+03
  1  7251.1978     2    44       171  66     2   3.106E+03
  1  7251.1978     1    25        80  57     1 411.487E+00
  1  7251.1978     9    67       412  75     6  20.394E+03
  1  7324.4424     2    91       609  82     2 105.178E+03
  1  7324.4424     5    53       259  72     4   6.453E+03
  1  7324.4424     1     6        19  56     1  87.245E+00
  1  7324.4424    20    45       294  73    11   9.499E+03
  1  7382.4272     3    82       520  74     2  36.517E+03
  1  7382.4272     1     2         8  50     1  14.933E+00
  1  7382.4272     1    79       364  78     1  25.214E+03
  1  7382.4272    10    31       116  64     4   1.955E+03
  1  7470.9316     1     1         1  50     1   1.280E+00
  1  7519.7607     4     8        25  53     2 123.007E+00
  1  7519.7607     5    47       257  73     4  13.455E+03
  1  7544.1753    41    24        89  61    19 923.570E+00
  1  7544.1753    41     1         1  44     1   0.000E+00
  1  7544.1753    33    40       140  63    16   2.039E+03
  1  7577.7461    15    51       389  73     8  11.397E+03
  1  7620.4717     5    75       856  85     3 153.200E+03
  1  7620.4717     2    45       235  72     2   4.079E+03
  1  7620.4717     5    43       138  75     3  15.908E+03
  1  7675.4053    12     5        24  53     3  60.193E+00
  1  7675.4053     1    95       914  86     1 520.190E+03
  1  7715.0791    34    57       306  72    16  16.223E+03
  1  7715.0791    13    31       149  63     8   1.537E+03
  1  7766.9609    14    99      1430  86     8 579.032E+03
  1  7766.9609    11    23        88  60     7 660.647E+00
  1  7766.9609    15    59       484  81     6  85.018E+03
  1  7788.3237     3    12        65  53     2 130.680E+00
  1  7788.3237    32    39       179  63    13   2.278E+03
  1  7788.3237    28    27        98  59    13 766.288E+00
  1  7788.3237     6   108       465  82     4  91.354E+03
  1  7910.3975    28    30       187  62    10   1.642E+03
  1  7913.4492     2    30       149  64     2   1.866E+03
  1  7913.4492    11    89       733  99     5   5.071E+06
  1  7913.4492     9    13        52  53     5 130.266E+00
  1  7913.4492    20    80       920  86     9 522.864E+03
  1  7983.6421    35    49       306  71    15  12.922E+03
  1  7983.6421    16    16        71  57     7 301.910E+00
  1  8017.2129    22    83       560  76     9  47.966E+03
  1  8017.2129    32    44       184  67    13   3.394E+03
  1  8017.2129    10    85       529  79     5  82.493E+03
  1  8017.2129    33    47       332  73    15  18.481E+03
  1  8108.7681    11   114       944  85     6 323.347E+03
  1  8108.7681    10    93      1316  87     6 394.407E+03
  1  8108.7681    10    73       522  85     6 139.222E+03
  1  8108.7681     8    71       591  77     4  78.289E+03
  1  8178.9604    44    57       334  74    20  18.412E+03
  1  8178.9604    26    58       531  83    12 103.208E+03
  1  8178.9604    21    59       460  72     9  17.412E+03
  1  8178.9604     8    40       213  68     5   2.508E+03
  1  8252.2051    26    52       295  74    15   9.455E+03
  1  8252.2051     6    47       332  72     4  11.014E+03
  1  8252.2051    17    41       254  68     8   4.477E+03
  1  8252.2051     1   116       677  85     1 200.326E+03
  1  8310.1904     3    17       114  61     3 408.575E+00
  1  8310.1904    15    54       324  71     7   8.955E+03
  1  8310.1904    39    50       178  67    17   8.554E+03
  1  8310.1904    20   103       755  88     9 504.026E+03
  1  8398.6934     1    60       251  82     1  41.923E+03
  1  8398.6934     4    93       793  83     3 112.275E+03
  1  8398.6934    10   122      1422  95     6   1.261E+06
  1  8398.6934    50    54       600  69    17  11.853E+03
  1  8456.6787    38    82      1175  83    11 242.128E+03
  1  8456.6787     4     1         4  45     1   3.769E+00
  1  8456.6787    11    48       317  72     6   9.729E+03
  1  8456.6787    31    98       434  70    13  13.500E+03
  1  8545.1826    11   111       893  84     6 150.663E+03
  1  8545.1826     1     5        17  53     1  70.349E+00
  1  8545.1826    12    77       641  83     5 146.781E+03
  1  8545.1826    10   135       926  88     5 440.697E+03
  1  8603.1680    33    94      1035  85    13 428.716E+03
  1  8603.1680     2    38       113  60     2   1.089E+03
  1  8603.1680     4    69       580  78     3  57.495E+03
  1  8603.1680    26    81       550  78    13  97.649E+03
  1  8691.6719     9     5        18  50     3  24.941E+00
  1  8691.6719     5    34       313  70     4   3.970E+03
  1  8691.6719     6    91       713  83     3 216.303E+03
  1  8691.6719    28    43       204  63    12   1.769E+03
  1  8743.5527    38   129      1537  87    14 483.642E+03
  1  8743.5527    18    31       135  66     9   2.961E+03
  1  8743.5527    19    36       260  69     9   5.317E+03
  1  8743.5527     5   102       740  80     2  66.157E+03
  1  8838.1602     1    11        36  58     1 261.622E+00
  1  8838.1602     5    55       348  89     2 578.438E+03
  1  8838.1602    23     7       351  54     1   1.051E+03
  1  8838.1602    20    77       420  78    10  26.836E+03
  1  8890.0420     8    39       153  65     6   2.513E+03
  1  8890.0420    43    51       409  66    18   5.770E+03
  1  8890.0420     9    65       567  82     4 125.757E+03
  1  8890.0420    16   106      1270  95     8   2.129E+06
  1  8960.2344    26    61       261  68    10   9.732E+03
  1  8960.2344    32    63       426  71    19  13.251E+03
  1  8960.2344    11    64       304  78     7  42.552E+03
  1  8960.2344    21   164      1500  86    10 476.943E+03
  1  9036.5313    21     1         1  44     1   0.000E+00
  1  9036.5313    10    53       353  67     5   6.798E+03
  1  9036.5313    18    21       200  63     8 834.183E+00
  1  9036.5313     1    17       377  63     1   1.065E+03
  1  9091.4639    37    83       659  83    17 226.991E+03
  1  9091.4639    32    49       231  70    12   6.482E+03
  1  9091.4639     3     1         3  45     1   4.472E+00
  1  9091.4639    21    68       868  84    10 183.988E+03
  1  9179.9678     4     5        80  51     1 164.606E+00
  1  9179.9678    46    57       320  74    20  22.613E+03
  1  9179.9678    48     7       112  51     4 233.003E+00
  1  9179.9678    15    70       654  84     8 151.037E+03
  1  9237.9531    18    46       220  72     9  16.830E+03
  1  9237.9531    30    50       291  74    11  17.289E+03
  1  9237.9531     8    11        22  57     5 187.798E+00
  1  9237.9531     8    36       149  64     5   1.910E+03
  1  9326.4570    31    95      1442  94    12   3.588E+06
  1  9326.4570    24    44       330  68    10   5.368E+03
  1  9326.4570    13    21       116  59     7 356.558E+00
  1  9326.4570    10    57       189  75     9  12.681E+03
  1  9375.2861    15    79       906  78     8  80.037E+03
  1  9375.2861    19   125      1173  91     8   1.011E+06
  1  9375.2861    10    91      1190  85     4 629.451E+03
  1  9375.2861     3    76       486  80     2  72.776E+03
  1  9448.5303    12    96       709  76     7  37.166E+03
  1  9448.5303     7   109       887  87     3 233.031E+03
  1  9448.5303    11   120      1298  97     5   3.114E+06
  1  9521.7754     1     2        11  51     1  24.331E+00
  1  9521.7754    44    23       102  54    12 351.482E+00
  1  9521.7754    35    98      1236  88    14 773.479E+03
  1  9521.7754    15     9        39  54     5 116.611E+00
  1  9573.6563    21    46       430  76     9  30.274E+03
  1  9573.6563     1     4        44  50     1  95.890E+00
  1  9573.6563     5    77      1138  85     2 312.684E+03
  1  9573.6563     7    24       425  60     1   3.234E+03
  1  9628.5898    30    57       395  66    16   6.080E+03
  1  9628.5898    34   122      1203  90    11   1.169E+06
  1  9628.5898     5    75      1348  89     2 900.141E+03
  1  9628.5898    12    34       140  63     6   1.098E+03
  1  9717.0938     2   119       835  84     2 218.875E+03
  1  9717.0938    10   132      1301  92     7   1.238E+06
  1  9717.0938    13    46       330  79     7  47.994E+03
  1  9717.0938     5    38       152  65     4   2.467E+03
  1  9793.3896    15    58       571  79     7  32.740E+03
  1  9793.3896    10   236      1621 100     4  16.010E+06
  1  9793.3896    18    36       294  68     8   4.747E+03
  1  9793.3896    27    27       215  58    10 988.453E+00
  1  9839.1680     8    39       224  64     5   2.397E+03
  1  9839.1680     1    50       145  87     1  75.096E+03
  1  9839.1680     8   140       749  84     5 238.803E+03
  1  9839.1680    18    61       468  82    10  81.628E+03
  1  9912.4121    15    90      1001  86     5 357.860E+03
  1  9912.4121    23    85       990  86    10 232.265E+03
  1  9912.4121    16    42       154  63     9   2.133E+03
  1  9912.4121    19    48       314  77    10  17.513E+03
  1  9970.3975     8    37       208  62     5   1.419E+03
  1  9970.3975    10   117      1145  90     6 899.710E+03
  1  9970.3975    35    24       216  60    12 925.475E+00
  1  9970.3975    24    56       478  77    10  33.598E+03
  1 10058.9014     1    11        36  60     1 340.920E+00
