Maximum Load;12,97;kN
Extension at Maximum Load;1,60;mm
Modulus (E-modulus);0,00;MPa
Modulus (Automatic Young's);56098,24;MPa
Tensile strain at Maximum Load;1,143;%
Tensile strain at Yield (Offset       0,2 %);0,00000;mm/mm
Tensile stress at Yield (Offset       0,2 %);0,00000;MPa
Tensile strain at Break (Standard);0,01143;mm/mm
Tensile stress at Break (Standard);600,01814;MPa

Time;Extension;Load;Strain 1;Tensile stress;Tensile strain
7,30000;0,24;2185,06;-0,00001;101,07;0,00174
7,40000;0,25;2212,06;-0,00001;102,32;0,00176
7,50000;0,25;2230,81;-0,00001;103,18;0,00178
7,60000;0,25;2265,72;-0,00001;104,80;0,00181
7,70000;0,26;2302,81;-0,00001;106,51;0,00183
7,80000;0,26;2320,11;-0,00001;107,31;0,00185
7,90000;0,26;2343,56;-0,00001;108,40;0,00188
8,00000;0,27;2388,03;-0,00001;110,45;0,00190
8,10000;0,27;2423,02;-0,00001;112,07;0,00192
8,20000;0,27;2438,41;-0,00001;112,79;0,00195
8,30000;0,28;2460,92;-0,00001;113,83;0,00197
8,40000;0,28;2495,53;-0,00001;115,43;0,00200
8,50000;0,28;2528,48;-0,00001;116,95;0,00202
8,60000;0,29;2554,67;-0,00001;118,16;0,00204
8,70000;0,29;2590,99;0,00000;119,84;0,00207
8,80000;0,29;2615,43;-0,00001;120,97;0,00209
8,90000;0,30;2632,91;-0,00001;121,78;0,00212
9,00000;0,30;2663,26;-0,00001;123,19;0,00214
9,10000;0,30;2701,19;-0,00001;124,94;0,00216
9,20000;0,31;2737,34;-0,00001;126,61;0,00219
9,30000;0,31;2748,71;-0,00001;127,14;0,00221
9,40000;0,31;2778,69;-0,00001;128,52;0,00223
9,50000;0,32;2818,44;0,00000;130,36;0,00226
9,60000;0,32;2844,78;0,00000;131,58;0,00228
9,70000;0,32;2868,08;-0,00001;132,66;0,00230
9,80000;0,33;2894,69;-0,00001;133,89;0,00233
9,90000;0,33;2927,81;-0,00001;135,42;0,00235
10,00000;0,33;2951,41;-0,00001;136,51;0,00238
10,10000;0,34;2988,13;-0,00001;138,21;0,00240
10,20000;0,34;3025,71;-0,00001;139,95;0,00242
10,30000;0,34;3042,48;-0,00001;140,73;0,00245
10,40000;0,35;3054,75;-0,00001;141,29;0,00247
10,50000;0,35;3094,44;0,00000;143,13;0,00250
10,60000;0,35;3134,44;-0,00001;144,98;0,00252
10,70000;0,36;3160,49;-0,00001;146,18;0,00254
10,80000;0,36;3186,91;0,00000;147,41;0,00257
10,90000;0,36;3214,34;-0,00001;148,67;0,00259
11,00000;0,37;3243,20;-0,00001;150,01;0,00261
11,10000;0,37;3266,56;-0,00001;151,09;0,00264
11,20000;0,37;3297,55;-0,00001;152,52;0,00266
11,30000;0,38;3330,64;-0,00001;154,05;0,00268
11,40000;0,38;3354,61;-0,00001;155,16;0,00271
11,50000;0,38;3376,31;-0,00001;156,17;0,00273
11,60000;0,39;3414,37;-0,00001;157,93;0,00276
11,70000;0,39;3449,78;-0,00001;159,56;0,00278
11,80000;0,39;3466,14;-0,00001;160,32;0,00280
11,90000;0,40;3489,28;-0,00001;161,39;0,00283
12,00000;0,40;3525,20;0,00000;163,05;0,00285
12,10000;0,40;3557,35;0,00000;164,54;0,00288
12,20000;0,41;3577,31;-0,00001;165,46;0,00290
12,30000;0,41;3613,60;-0,00001;167,14;0,00292
12,40000;0,41;3643,37;-0,00001;168,52;0,00295
12,50000;0,42;3662,30;-0,00001;169,39;0,00297
12,60000;0,42;3688,69;0,00000;170,61;0,00299
12,70000;0,42;3728,50;-0,00001;172,46;0,00302
12,80000;0,43;3760,42;-0,00001;173,93;0,00304
12,90000;0,43;3780,81;-0,00001;174,88;0,00306
13,00000;0,43;3813,08;0,00000;176,37;0,00309
13,10000;0,44;3843,26;-0,00001;177,76;0,00311
13,20000;0,44;3865,71;0,00000;178,80;0,00314
13,30000;0,44;3885,20;0,00000;179,70;0,00316
13,40000;0,45;3918,84;0,00000;181,26;0,00318
13,50000;0,45;3952,51;0,00000;182,82;0,00321
13,60000;0,45;3976,62;0,00000;183,93;0,00323
13,70000;0,46;4006,26;0,00000;185,30;0,00326
13,80000;0,46;4038,73;0,00000;186,81;0,00328
13,90000;0,46;4072,57;-0,00001;188,37;0,00330
14,00000;0,47;4093,46;0,00000;189,34;0,00333
14,10000;0,47;4117,44;0,00000;190,45;0,00335
14,20000;0,47;4149,47;-0,00001;191,93;0,00337
14,30000;0,48;4175,98;0,00000;193,15;0,00340
14,40000;0,48;4200,28;0,00000;194,28;0,00342
14,50000;0,48;4239,30;0,00000;196,08;0,00345
14,60000;0,49;4270,92;0,00000;197,54;0,00347
14,70000;0,49;4288,69;-0,00001;198,37;0,00349
14,80000;0,49;4315,05;-0,00001;199,59;0,00352
14,90000;0,50;4353,41;-0,00001;201,36;0,00354
15,00000;0,50;4385,67;0,00000;202,85;0,00356
15,10000;0,50;4405,17;-0,00001;203,75;0,00359
15,20000;0,51;4434,01;0,00000;205,09;0,00361
15,30000;0,51;4460,00;-0,00001;206,29;0,00363
15,40000;0,51;4484,74;-0,00001;207,43;0,00366
15,50000;0,52;4516,20;-0,00001;208,89;0,00368
15,60000;0,52;4549,45;-0,00001;210,43;0,00371
15,70000;0,52;4577,94;-0,00001;211,75;0,00373
15,80000;0,53;4600,10;-0,00001;212,77;0,00376
15,90000;0,53;4632,75;0,00000;214,28;0,00378
16,00000;0,53;4669,33;-0,00001;215,97;0,00380
16,10000;0,54;4698,20;0,00000;217,31;0,00383
16,20000;0,54;4711,79;-0,00001;217,94;0,00385
16,30000;0,54;4734,08;-0,00001;218,97;0,00387
16,40000;0,55;4769,15;-0,00001;220,59;0,00390
16,50000;0,55;4799,92;-0,00001;222,01;0,00392
16,60000;0,55;4828,11;-0,00001;223,32;0,00394
16,70000;0,56;4861,40;0,00000;224,86;0,00397
16,80000;0,56;4887,69;0,00000;226,07;0,00399
16,90000;0,56;4907,11;0,00000;226,97;0,00401
17,00000;0,57;4938,79;0,00000;228,44;0,00404
17,10000;0,57;4975,38;-0,00001;230,13;0,00406
17,20000;0,57;5002,95;0,00000;231,40;0,00409
17,30000;0,58;5018,95;0,00000;232,14;0,00411
17,40000;0,58;5050,17;0,00000;233,59;0,00413
17,50000;0,58;5083,94;0,00000;235,15;0,00416
17,60000;0,59;5110,15;0,00000;236,36;0,00418
17,70000;0,59;5137,00;-0,00001;237,60;0,00421
17,80000;0,59;5166,23;-0,00001;238,96;0,00423
17,90000;0,60;5195,00;-0,00001;240,29;0,00425
18,00000;0,60;5225,72;0,00000;241,71;0,00428
18,10000;0,60;5257,72;0,00000;243,19;0,00430
18,20000;0,61;5287,79;0,00000;244,58;0,00432
18,30000;0,61;5308,96;0,00000;245,56;0,00435
18,40000;0,61;5326,77;-0,00001;246,38;0,00437
18,50000;0,62;5356,28;-0,00001;247,75;0,00439
18,60000;0,62;5395,17;0,00000;249,55;0,00442
18,70000;0,62;5424,10;-0,00001;250,88;0,00444
18,80000;0,63;5448,39;-0,00001;252,01;0,00447
18,90000;0,63;5480,00;-0,00001;253,47;0,00449
19,00000;0,63;5512,13;-0,00001;254,96;0,00451
19,10000;0,64;5535,22;-0,00001;256,02;0,00454
19,20000;0,64;5562,22;-0,00001;257,27;0,00456
19,30000;0,64;5593,31;-0,00001;258,71;0,00459
19,40000;0,65;5610,38;-0,00001;259,50;0,00461
19,50000;0,65;5632,60;0,00000;260,53;0,00463
19,60000;0,65;5663,62;-0,00001;261,96;0,00466
19,70000;0,66;5696,07;-0,00001;263,46;0,00468
19,80000;0,66;5724,51;-0,00001;264,78;0,00470
19,90000;0,66;5747,49;-0,00001;265,84;0,00473
20,00000;0,67;5775,36;0,00000;267,13;0,00475
20,10000;0,67;5808,13;-0,00001;268,65;0,00478
20,20000;0,67;5835,52;-0,00001;269,91;0,00480
20,30000;0,68;5861,24;0,00000;271,10;0,00482
20,40000;0,68;5891,50;-0,00001;272,50;0,00485
20,50000;0,68;5921,51;-0,00001;273,89;0,00487
20,60000;0,69;5942,99;-0,00001;274,88;0,00489
20,70000;0,69;5965,27;0,00000;275,91;0,00492
20,80000;0,69;5999,87;-0,00001;277,51;0,00494
20,90000;0,70;6029,89;-0,00001;278,90;0,00497
21,00000;0,70;6055,23;-0,00001;280,08;0,00499
21,10000;0,70;6085,53;-0,00001;281,48;0,00501
21,20000;0,71;6115,50;-0,00001;282,86;0,00504
21,30000;0,71;6138,42;-0,00001;283,92;0,00506
21,40000;0,71;6165,14;-0,00001;285,16;0,00509
21,50000;0,72;6195,60;0,00000;286,57;0,00511
21,60000;0,72;6224,07;0,00000;287,88;0,00513
21,70000;0,72;6248,82;0,00000;289,03;0,00516
21,80000;0,73;6274,82;0,00000;290,23;0,00518
21,90000;0,73;6306,33;0,00000;291,69;0,00520
22,00000;0,73;6339,01;0,00000;293,20;0,00523
22,10000;0,74;6363,33;0,00000;294,33;0,00525
22,20000;0,74;6386,04;0,00000;295,38;0,00527
22,30000;0,74;6416,74;0,00000;296,80;0,00530
22,40000;0,75;6443,35;0,00000;298,03;0,00532
22,50000;0,75;6470,87;0,00000;299,30;0,00535
22,60000;0,75;6501,22;0,00000;300,70;0,00537
22,70000;0,76;6533,41;-0,00001;302,19;0,00539
22,80000;0,76;6553,52;0,00000;303,12;0,00542
22,90000;0,76;6573,90;0,00000;304,07;0,00544
23,00000;0,77;6607,27;0,00000;305,61;0,00547
23,10000;0,77;6640,33;0,00000;307,14;0,00549
23,20000;0,77;6662,20;0,00000;308,15;0,00551
23,30000;0,78;6689,36;-0,00001;309,41;0,00554
23,40000;0,78;6719,07;0,00000;310,78;0,00556
23,50000;0,78;6744,89;-0,00001;311,97;0,00558
23,60000;0,79;6773,79;0,00000;313,31;0,00561
23,70000;0,79;6797,18;0,00000;314,39;0,00563
23,80000;0,79;6824,91;0,00000;315,68;0,00565
23,90000;0,80;6850,47;0,00000;316,86;0,00568
24,00000;0,80;6874,38;-0,00001;317,96;0,00570
24,10000;0,80;6904,14;0,00000;319,34;0,00572
24,20000;0,81;6940,60;0,00000;321,03;0,00575
24,30000;0,81;6963,39;0,00000;322,08;0,00577
24,40000;0,81;6984,85;0,00000;323,07;0,00580
24,50000;0,82;7008,83;-0,00001;324,18;0,00582
24,60000;0,82;7042,10;0,00000;325,72;0,00585
24,70000;0,82;7069,72;0,00000;327,00;0,00587
24,80000;0,83;7097,00;0,00000;328,26;0,00589
24,90000;0,83;7128,56;0,00000;329,72;0,00592
25,00000;0,83;7152,49;-0,00001;330,83;0,00594
25,10000;0,84;7172,58;0,00000;331,76;0,00596
25,20000;0,84;7198,94;0,00000;332,98;0,00599
25,30000;0,84;7228,61;0,00000;334,35;0,00601
25,40000;0,85;7253,85;0,00000;335,52;0,00603
25,50000;0,85;7280,63;0,00000;336,75;0,00606
25,60000;0,85;7304,25;0,00000;337,85;0,00608
25,70000;0,86;7337,12;-0,00001;339,37;0,00611
25,80000;0,86;7365,44;0,00000;340,68;0,00613
25,90000;0,86;7390,34;0,00000;341,83;0,00615
26,00000;0,87;7411,27;0,00000;342,80;0,00618
26,10000;0,87;7440,40;0,00000;344,14;0,00620
26,20000;0,87;7469,83;0,00000;345,51;0,00622
26,30000;0,88;7495,09;0,00000;346,67;0,00625
26,40000;0,88;7521,33;0,00000;347,89;0,00627
26,50000;0,88;7552,29;0,00000;349,32;0,00630
26,60000;0,89;7573,68;0,00000;350,31;0,00632
26,70000;0,89;7596,43;0,00000;351,36;0,00634
26,80000;0,89;7622,25;-0,00001;352,56;0,00637
26,90000;0,90;7647,48;0,00000;353,72;0,00639
27,00000;0,90;7676,28;0,00000;355,05;0,00641
27,10000;0,90;7706,66;0,00000;356,46;0,00644
27,20000;0,91;7727,24;0,00000;357,41;0,00646
27,30000;0,91;7757,33;0,00000;358,80;0,00649
27,40000;0,91;7779,85;0,00000;359,85;0,00651
27,50000;0,92;7801,89;0,00000;360,86;0,00653
27,60000;0,92;7827,62;-0,00001;362,05;0,00656
27,70000;0,92;7859,74;0,00000;363,54;0,00658
27,80000;0,93;7884,35;0,00000;364,68;0,00660
27,90000;0,93;7910,48;-0,00001;365,89;0,00663
28,00000;0,93;7937,50;0,00000;367,14;0,00665
28,10000;0,94;7970,34;0,00000;368,66;0,00668
28,20000;0,94;7994,97;-0,00001;369,79;0,00670
28,30000;0,94;8018,46;-0,00001;370,88;0,00672
28,40000;0,95;8043,63;0,00000;372,05;0,00675
28,50000;0,95;8067,29;0,00000;373,14;0,00677
28,60000;0,95;8091,51;-0,00001;374,26;0,00680
28,70000;0,96;8124,00;0,00000;375,76;0,00682
28,80000;0,96;8149,61;-0,00001;376,95;0,00684
28,90000;0,96;8180,20;0,00000;378,36;0,00687
29,00000;0,97;8202,90;0,00000;379,41;0,00689
29,10000;0,97;8225,10;0,00000;380,44;0,00691
29,20000;0,97;8255,28;-0,00001;381,84;0,00694
29,30000;0,98;8286,87;-0,00001;383,30;0,00696
29,40000;0,98;8309,67;0,00000;384,35;0,00698
29,50000;0,98;8338,31;0,00000;385,68;0,00701
29,60000;0,99;8364,23;0,00000;386,87;0,00703
29,70000;0,99;8386,78;0,00000;387,92;0,00706
29,80000;0,99;8409,57;-0,00001;388,97;0,00708
29,90000;1,00;8437,95;0,00000;390,28;0,00710
30,00000;1,00;8464,57;0,00000;391,52;0,00713
30,10000;1,00;8487,64;0,00000;392,58;0,00715
30,20000;1,01;8520,99;0,00000;394,13;0,00718
30,30000;1,01;8545,59;0,00000;395,26;0,00720
30,40000;1,01;8569,09;0,00000;396,35;0,00722
30,50000;1,02;8602,05;-0,00001;397,87;0,00725
30,60000;1,02;8625,55;0,00000;398,96;0,00727
30,70000;1,02;8646,18;0,00000;399,92;0,00729
30,80000;1,03;8675,07;0,00000;401,25;0,00732
30,90000;1,03;8697,60;0,00000;402,29;0,00734
31,00000;1,03;8724,90;-0,00001;403,56;0,00736
31,10000;1,04;8754,27;0,00000;404,92;0,00739
31,20000;1,04;8778,95;0,00000;406,06;0,00741
31,30000;1,04;8805,73;-0,00001;407,30;0,00744
31,40000;1,05;8834,19;-0,00001;408,61;0,00746
31,50000;1,05;8857,67;0,00000;409,70;0,00748
31,60000;1,05;8882,93;-0,00001;410,87;0,00751
31,70000;1,06;8908,25;-0,00001;412,04;0,00753
31,80000;1,06;8935,90;-0,00001;413,32;0,00756
31,90000;1,06;8958,67;-0,00001;414,37;0,00758
32,00000;1,07;8983,92;-0,00001;415,54;0,00760
32,10000;1,07;9011,12;-0,00001;416,80;0,00763
32,20000;1,07;9033,40;-0,00001;417,83;0,00765
32,30000;1,08;9055,54;-0,00001;418,85;0,00767
32,40000;1,08;9090,13;0,00000;420,45;0,00770
32,50000;1,08;9113,68;0,00000;421,54;0,00772
32,60000;1,09;9138,65;-0,00001;422,69;0,00774
32,70000;1,09;9166,43;-0,00001;423,98;0,00777
32,80000;1,09;9193,96;-0,00001;425,25;0,00779
32,90000;1,10;9218,05;0,00000;426,37;0,00782
33,00000;1,10;9244,78;-0,00001;427,60;0,00784
33,10000;1,10;9265,51;0,00000;428,56;0,00786
33,20000;1,11;9291,42;-0,00001;429,76;0,00789
33,30000;1,11;9313,89;-0,00001;430,80;0,00791
33,40000;1,11;9345,91;-0,00001;432,28;0,00794
33,50000;1,12;9373,58;-0,00001;433,56;0,00796
33,60000;1,12;9400,99;-0,00001;434,83;0,00798
33,70000;1,12;9424,95;0,00000;435,94;0,00801
33,80000;1,13;9448,65;-0,00001;437,03;0,00803
33,90000;1,13;9472,50;-0,00001;438,14;0,00805
34,00000;1,13;9503,31;-0,00001;439,56;0,00808
34,10000;1,14;9525,61;0,00000;440,59;0,00810
34,20000;1,14;9550,96;-0,00001;441,77;0,00813
34,30000;1,14;9577,45;-0,00001;442,99;0,00815
34,40000;1,15;9597,59;-0,00001;443,92;0,00817
34,50000;1,15;9622,43;-0,00001;445,07;0,00820
34,60000;1,15;9654,90;-0,00001;446,57;0,00822
34,70000;1,16;9677,51;-0,00001;447,62;0,00824
34,80000;1,16;9699,24;-0,00001;448,62;0,00827
34,90000;1,16;9728,67;-0,00001;449,98;0,00829
35,00000;1,17;9752,92;0,00000;451,11;0,00832
35,10000;1,17;9779,53;-0,00001;452,34;0,00834
35,20000;1,17;9808,00;0,00000;453,65;0,00836
35,30000;1,18;9832,77;-0,00001;454,80;0,00839
35,40000;1,18;9852,93;-0,00001;455,73;0,00841
35,50000;1,18;9878,06;0,00000;456,89;0,00843
35,60000;1,19;9901,02;0,00000;457,96;0,00846
35,70000;1,19;9928,74;0,00000;459,24;0,00848
35,80000;1,19;9959,15;0,00000;460,65;0,00851
35,90000;1,20;9986,33;-0,00001;461,90;0,00853
36,00000;1,20;10007,55;-0,00001;462,88;0,00855
36,10000;1,20;10035,24;-0,00001;464,16;0,00858
36,20000;1,21;10059,30;-0,00001;465,28;0,00860
36,30000;1,21;10083,31;-0,00001;466,39;0,00862
36,40000;1,21;10107,63;0,00000;467,51;0,00865
36,50000;1,22;10132,79;0,00000;468,68;0,00867
36,60000;1,22;10154,14;0,00000;469,66;0,00870
36,70000;1,22;10182,46;0,00000;470,97;0,00872
36,80000;1,23;10209,91;0,00000;472,24;0,00874
36,90000;1,23;10235,07;0,00000;473,41;0,00877
37,00000;1,23;10257,74;0,00000;474,46;0,00879
37,10000;1,24;10285,98;0,00000;475,76;0,00882
37,20000;1,24;10307,18;0,00000;476,74;0,00884
37,30000;1,24;10333,78;0,00000;477,97;0,00886
37,40000;1,25;10358,67;0,00000;479,12;0,00889
37,50000;1,25;10387,90;0,00000;480,48;0,00891
37,60000;1,25;10411,01;0,00000;481,55;0,00893
37,70000;1,26;10435,51;0,00000;482,68;0,00896
37,80000;1,26;10456,66;0,00001;483,66;0,00898
37,90000;1,26;10482,10;0,00001;484,83;0,00900
38,00000;1,27;10509,18;0,00001;486,09;0,00903
38,10000;1,27;10533,43;0,00001;487,21;0,00905
38,20000;1,27;10554,48;0,00001;488,18;0,00907
38,30000;1,28;10585,01;0,00000;489,59;0,00910
38,40000;1,28;10610,05;0,00001;490,75;0,00912
38,50000;1,28;10635,88;0,00001;491,95;0,00915
38,60000;1,29;10660,46;0,00001;493,08;0,00917
38,70000;1,29;10687,42;0,00001;494,33;0,00920
38,80000;1,29;10708,22;0,00001;495,29;0,00922
38,90000;1,30;10732,29;0,00001;496,41;0,00924
39,00000;1,30;10756,56;0,00001;497,53;0,00927
39,10000;1,30;10787,49;0,00001;498,96;0,00929
39,20000;1,31;10814,53;0,00001;500,21;0,00931
39,30000;1,31;10835,19;0,00001;501,17;0,00934
39,40000;1,31;10858,72;0,00001;502,25;0,00936
39,50000;1,32;10880,51;0,00001;503,26;0,00938
39,60000;1,32;10909,22;0,00001;504,59;0,00941
39,70000;1,32;10934,19;0,00001;505,74;0,00943
39,80000;1,33;10955,17;0,00001;506,71;0,00946
39,90000;1,33;10978,19;0,00001;507,78;0,00948
40,00000;1,33;11009,69;0,00001;509,24;0,00950
40,10000;1,34;11029,81;0,00001;510,17;0,00953
40,20000;1,34;11057,04;0,00001;511,43;0,00955
40,30000;1,34;11084,21;0,00002;512,68;0,00958
40,40000;1,35;11107,97;0,00002;513,78;0,00960
40,50000;1,35;11127,70;0,00002;514,69;0,00962
40,60000;1,35;11153,28;0,00002;515,88;0,00965
40,70000;1,36;11174,55;0,00001;516,86;0,00967
40,80000;1,36;11205,87;0,00002;518,31;0,00969
40,90000;1,36;11234,27;0,00002;519,62;0,00972
41,00000;1,37;11256,27;0,00002;520,64;0,00974
41,10000;1,37;11277,97;0,00002;521,65;0,00976
41,20000;1,37;11302,46;0,00002;522,78;0,00979
41,30000;1,38;11329,73;0,00002;524,04;0,00981
41,40000;1,38;11356,27;0,00002;525,27;0,00984
41,50000;1,38;11377,18;0,00002;526,23;0,00986
41,60000;1,39;11400,74;0,00002;527,32;0,00988
41,70000;1,39;11426,32;0,00002;528,51;0,00991
41,80000;1,39;11450,43;0,00002;529,62;0,00993
41,90000;1,40;11474,62;0,00002;530,74;0,00995
42,00000;1,40;11497,08;0,00002;531,78;0,00998
42,10000;1,40;11526,82;0,00002;533,16;0,01000
42,20000;1,41;11549,80;0,00002;534,22;0,01003
42,30000;1,41;11568,84;0,00002;535,10;0,01005
42,40000;1,41;11593,24;0,00002;536,23;0,01007
42,50000;1,42;11630,08;0,00002;537,93;0,01010
42,60000;1,42;11653,24;0,00002;539,00;0,01012
42,70000;1,42;11673,68;0,00002;539,95;0,01015
42,80000;1,43;11694,70;0,00002;540,92;0,01017
42,90000;1,43;11717,34;0,00002;541,97;0,01019
43,00000;1,43;11742,94;0,00002;543,15;0,01022
43,10000;1,44;11768,72;0,00002;544,34;0,01024
43,20000;1,44;11788,56;0,00002;545,26;0,01026
43,30000;1,44;11815,55;0,00002;546,51;0,01029
43,40000;1,45;11843,57;0,00002;547,81;0,01031
43,50000;1,45;11864,59;0,00002;548,78;0,01033
43,60000;1,45;11889,80;0,00002;549,94;0,01036
43,70000;1,46;11919,25;0,00002;551,31;0,01038
43,80000;1,46;11943,24;0,00002;552,42;0,01041
43,90000;1,46;11963,68;0,00002;553,36;0,01043
44,00000;1,47;11985,16;0,00002;554,36;0,01045
44,10000;1,47;12006,56;0,00002;555,35;0,01048
44,20000;1,47;12035,88;0,00002;556,70;0,01050
44,30000;1,48;12064,69;0,00002;558,03;0,01053
44,40000;1,48;12083,09;0,00002;558,88;0,01055
44,50000;1,48;12102,76;0,00002;559,79;0,01057
44,60000;1,49;12132,23;0,00002;561,16;0,01060
44,70000;1,49;12158,52;0,00002;562,37;0,01062
44,80000;1,49;12181,45;0,00002;563,43;0,01064
44,90000;1,50;12206,69;0,00002;564,60;0,01067
45,00000;1,50;12234,72;0,00002;565,90;0,01069
45,10000;1,50;12255,67;0,00002;566,87;0,01071
45,20000;1,51;12278,36;0,00002;567,92;0,01074
45,30000;1,51;12304,09;0,00002;569,11;0,01076
45,40000;1,51;12325,85;0,00002;570,11;0,01079
45,50000;1,52;12352,40;0,00002;571,34;0,01081
45,60000;1,52;12376,14;0,00002;572,44;0,01083
45,70000;1,52;12391,38;0,00002;573,14;0,01086
45,80000;1,53;12408,82;0,00002;573,95;0,01088
45,90000;1,53;12448,87;0,00002;575,80;0,01091
46,00000;1,53;12476,08;0,00002;577,06;0,01093
46,10000;1,54;12495,97;0,00003;577,98;0,01095
46,20000;1,54;12515,42;0,00002;578,88;0,01098
46,30000;1,54;12538,24;0,00002;579,94;0,01100
46,40000;1,55;12562,88;0,00002;581,08;0,01102
46,50000;1,55;12589,78;0,00002;582,32;0,01105
46,60000;1,55;12610,34;0,00002;583,27;0,01107
46,70000;1,56;12636,39;0,00002;584,48;0,01109
46,80000;1,56;12667,20;0,00002;585,90;0,01112
46,90000;1,56;12682,70;0,00002;586,62;0,01114
47,00000;1,57;12699,35;0,00002;587,39;0,01117
47,10000;1,57;12730,76;0,00003;588,84;0,01119
47,20000;1,57;12764,05;0,00002;590,38;0,01121
47,30000;1,58;12787,89;0,00002;591,48;0,01124
47,40000;1,58;12806,21;0,00003;592,33;0,01126
47,50000;1,58;12824,94;0,00002;593,20;0,01129
